# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3143.90381  0.99306  0.00118  0.38782 -2.24102  5.68845  5.68845  5.68845    402.53901  1.51952
  3143.90414  0.99215  0.00118  0.43856 -2.12385  5.63617  5.63617  5.63617    406.76950  1.51856
  3143.90447  0.99659  0.00117  0.41948 -1.52751  5.61372  5.61372  5.61372    403.65780  1.51765
  3143.90481  0.99118  0.00115  0.26858 -1.79249  5.60381  5.60381  5.60381    401.86170  1.51671
  3143.90514  0.99771  0.00115  0.00209 -1.44282  6.11714  6.11714  6.11714    400.80142  1.51581
  3143.90547  0.99271  0.00117  0.14085 -1.96094  5.64407  5.64407  5.64407    399.80674  1.51488
  3143.90581  0.99494  0.00117  0.14744 -2.07960  5.69559  5.69559  5.69559    401.42730  1.51397
  3143.90614  0.99522  0.00118  0.34566 -2.00412  5.60739  5.60739  5.60739    404.94681  1.51300
  3143.90647  0.99211  0.00117  0.39602 -1.50339  5.59459  5.59459  5.59459    405.25532  1.51211
  3143.90680  0.99144  0.00117  0.45965 -2.33775  5.62633  5.62633  5.62633    405.29255  1.51120
  3143.90714  0.99221  0.00116  0.19659 -2.01076  5.69445  5.69445  5.69445    408.91135  1.51030
  3143.90747  0.99575  0.00116 -0.00251 -1.94639  6.07223  6.07223  6.07223    412.49113  1.50940
  3143.90781  0.99263  0.00116  0.08281 -1.83935  6.05154  6.05154  6.05154    411.92021  1.50847
  3143.90814  0.99834  0.00116  0.10619 -1.85711  6.21013  6.21013  6.21013    409.66667  1.50757
  3143.90847  1.00039  0.00117  0.13343 -1.24317  5.69999  5.69999  5.69999    403.85284  1.50665
  3143.90880  1.00048  0.00118  0.25789 -1.40960  5.30154  5.30154  5.30154    396.28901  1.50574
  3143.90914  0.99355  0.00117  0.46355 -1.42733  5.33543  5.33543  5.33543    389.93440  1.50485
  3143.90947  0.99359  0.00116  0.50313 -2.08456  5.53600  5.53600  5.53600    384.89362  1.50391
  3143.90980  0.99637  0.00115  0.33107 -1.69009  5.91815  5.91815  5.91815    381.02837  1.50304
  3143.91013  0.99566  0.00117  0.12315 -1.85183  5.60229  5.60229  5.60229    377.89539  1.50213
  3143.91047  0.99936  0.00117  0.14123 -1.82966  5.55796  5.55796  5.55796    376.39362  1.50125
  3143.91080  0.99736  0.00117 -0.08287 -2.30053  5.62538  5.62538  5.62538    379.61170  1.50035
  3143.91113  0.99941  0.00117 -0.04094 -2.01461  5.71962  5.71962  5.71962    387.58865  1.49944
  3143.91146  0.99227  0.00116  0.27272 -2.05660  5.61971  5.61971  5.61971    398.30496  1.49855
  3143.91180  0.99639  0.00117  0.34583 -1.31055  5.33790  5.33790  5.33790    400.65957  1.49761
  3143.91213  0.99661  0.00116  0.17621 -2.00335  5.79586  5.79586  5.79586    400.91135  1.49673
  3143.91246  0.99639  0.00117  0.19476 -1.48702  5.68619  5.68619  5.68619    406.58156  1.49587
  3143.91279  0.99690  0.00117  0.23687 -1.55436  6.11089  6.11089  6.11089    413.68262  1.49499
  3143.91313  0.99882  0.00117  0.33665 -1.30125  5.30064  5.30064  5.30064    408.94858  1.49408
  3143.91346  0.99304  0.00117  0.50296 -1.59652  5.59100  5.59100  5.59100    399.33333  1.49319
  3143.91379  0.99322  0.00117  0.69310 -1.90093  5.65025  5.65025  5.65025    397.18262  1.49229
  3143.91412  0.99650  0.00118  0.14737 -1.51185  5.58197  5.58197  5.58197    398.90426  1.49142
  3143.91446  0.99371  0.00117  0.21720 -2.00553  5.59990  5.59990  5.59990    402.63830  1.49053
  3143.91479  0.99878  0.00118  0.23208 -2.34463  6.31265  6.31265  6.31265    400.43085  1.48967
  3143.91512  0.99799  0.00118  0.22522 -1.89081  5.64453  5.64453  5.64453    400.95922  1.48879
  3143.91545  0.99692  0.00116  0.34600 -1.93280  5.62293  5.62293  5.62293    399.78014  1.48792
  3143.91579  0.99585  0.00117  0.24859 -1.88392  5.60254  5.60254  5.60254    399.79078  1.48704
  3143.91612  0.99638  0.00117 -0.11818 -1.93736  5.71700  5.71700  5.71700    402.94326  1.48614
  3143.91646  0.99764  0.00118  0.04874 -1.78513  5.57196  5.57196  5.57196    405.00532  1.48526
  3143.91679  0.99371  0.00118  0.11685 -1.65625  5.67172  5.67172  5.67172    405.46986  1.48438
  3143.91713  0.99558  0.00118  0.17165 -1.88910  6.53641  6.53641  6.53641    402.27482  1.48349
  3143.91746  0.99333  0.00116  0.34429 -1.88372  5.70895  5.70895  5.70895    401.86525  1.48262
  3143.91779  0.99685  0.00117  0.32323 -1.85620  6.31799  6.31799  6.31799    402.01950  1.48174
  3143.91812  0.99826  0.00118  0.40395 -1.72319  5.61372  5.61372  5.61372    401.22163  1.48089
  3143.91846  0.99734  0.00118  0.42627 -1.76842  5.66020  5.66020  5.66020    400.48936  1.48001
  3143.91879  0.99373  0.00117  0.59998 -2.17463  5.59843  5.59843  5.59843    401.05142  1.47915
  3143.91912  0.99353  0.00117  0.25820 -1.62351  5.47184  5.47184  5.47184    401.83511  1.47829
  3143.91945  0.99206  0.00117  0.27953 -1.91930  5.59039  5.59039  5.59039    405.52482  1.47744
  3143.91979  0.99387  0.00117  0.04121 -2.42063  5.55243  5.55243  5.55243    410.06738  1.47658
  3143.92012  0.99409  0.00118  0.13420 -2.10632  5.63889  5.63889  5.63889    415.85106  1.47570
  3143.92045  0.99458  0.00118  0.09260 -1.95733  6.41233  6.41233  6.41233    423.18617  1.47484
  3143.92078  0.99194  0.00117  0.18253 -1.66256  5.58735  5.58735  5.58735    428.73582  1.47398
  3143.92112  0.99568  0.00119  0.24270 -2.14687  5.68558  5.68558  5.68558    431.84752  1.47314
  3143.92145  0.99001  0.00118  0.43822 -2.13597  5.73758  5.73758  5.73758    433.13298  1.47227
  3143.92178  0.99122  0.00117  0.41389 -1.94396  5.70447  5.70447  5.70447    431.06560  1.47142
  3143.92211  0.99119  0.00118  0.21376 -1.83097  5.61653  5.61653  5.61653    427.79610  1.47056
  3143.92245  0.99164  0.00117  0.14103 -2.17773  5.73642  5.73642  5.73642    424.12057  1.46969
  3143.92311  0.99427  0.00117  0.15944 -2.57547  5.59083  5.59083  5.59083    420.94681  1.46805
  3143.92344  0.99263  0.00117  0.15048 -1.84307  5.56377  5.56377  5.56377    419.15780  1.46717
  3143.92378  0.99781  0.00118  0.21738 -2.30642  5.46871  5.46871  5.46871    420.40957  1.46634
  3143.92411  0.99890  0.00119  0.26595 -2.06230  5.64451  5.64451  5.64451    423.15071  1.46551
  3143.92444  0.99432  0.00119  0.21312 -1.60597  5.65978  5.65978  5.65978    423.84043  1.46466
  3143.92477  0.99438  0.00118  0.48684 -1.51829  5.61408  5.61408  5.61408    425.10106  1.46379
  3143.92511  0.99483  0.00117  0.48855 -1.53685  5.63700  5.63700  5.63700    426.03191  1.46294
  3143.92544  0.99673  0.00118  0.38301 -1.70586  6.28899  6.28899  6.28899    422.77837  1.46211
  3143.92577  1.00035  0.00119  0.53476 -1.76535  5.74616  5.74616  5.74616    423.20567  1.46129
  3143.92610  0.99785  0.00118  0.50529 -1.74424  5.65688  5.65688  5.65688    422.48759  1.46045
  3143.92644  1.00020  0.00119  0.36449 -2.31550  5.66256  5.66256  5.66256    424.72872  1.45962
  3143.92677  0.99562  0.00119  0.20168 -2.14044  5.64676  5.64676  5.64676    426.45922  1.45880
  3143.92710  0.99246  0.00119  0.09507 -1.91849  5.66156  5.66156  5.66156    432.24645  1.45797
  3143.92743  0.99547  0.00119  0.05915 -1.92115  5.59949  5.59949  5.59949    435.15248  1.45715
  3143.92776  0.99811  0.00119  0.06934 -1.89956  5.64086  5.64086  5.64086    436.46809  1.45633
  3143.92809  0.99450  0.00118  0.31386 -1.64517  5.58078  5.58078  5.58078    436.92908  1.45548
  3143.92843  0.99561  0.00118  0.23849 -1.67373  6.09923  6.09923  6.09923    438.52128  1.45465
  3143.92876  0.99337  0.00117  0.40831 -1.79663  5.74732  5.74732  5.74732    435.13121  1.45382
  3143.92909  0.99736  0.00117  0.35376 -1.49405  6.10633  6.10633  6.10633    432.15426  1.45302
  3143.92942  0.99486  0.00117  0.31034 -1.90401  6.12022  6.12022  6.12022    427.52128  1.45219
  3143.92976  0.99491  0.00116  0.11558 -1.62367  6.14732  6.14732  6.14732    424.21277  1.45130
  3143.93009  0.99538  0.00117  0.20830 -1.69028  5.77614  5.77614  5.77614    420.00709  1.45055
  3143.93042  0.99311  0.00117  0.32295 -2.39214  5.48326  5.48326  5.48326    415.95035  1.44973
  3143.93075  0.99386  0.00116  0.32131 -1.89318  5.93078  5.93078  5.93078    416.02128  1.44889
  3143.93109  0.99447  0.00117  0.16807 -2.04691  5.71100  5.71100  5.71100    415.41667  1.44810
  3143.93142  0.99127  0.00117  0.22473 -1.67767  5.64253  5.64253  5.64253    415.84929  1.44729
  3143.93175  0.99457  0.00118  0.23069 -1.87590  6.34462  6.34462  6.34462    415.93972  1.44646
  3143.93208  0.99508  0.00117  0.18992 -1.87877  5.77499  5.77499  5.77499    416.35638  1.44568
  3143.93241  0.99657  0.00117  0.15132 -1.59190  5.61956  5.61956  5.61956    417.62766  1.44485
  3143.93275  0.99325  0.00117  0.26680 -1.43083  5.70199  5.70199  5.70199    418.82801  1.44404
  3143.93308  0.99319  0.00117  0.27271 -1.97222  5.90453  5.90453  5.90453    416.78014  1.44325
  3143.93341  0.99514  0.00117  0.26250 -1.33878  5.50809  5.50809  5.50809    415.58333  1.44241
  3143.93374  0.99641  0.00117  0.31854 -1.93321  6.18347  6.18347  6.18347    412.88298  1.44163
  3143.93408  0.99522  0.00118  0.12377 -2.02223  6.32807  6.32807  6.32807    409.82624  1.44084
  3143.93441  0.99701  0.00118  0.06718 -2.18089  5.76305  5.76305  5.76305    405.71099  1.44004
  3143.93474  0.99194  0.00118  0.15846 -1.98803  6.30761  6.30761  6.30761    403.43794  1.43922
  3143.93507  0.99491  0.00118  0.33299 -2.10797  5.53100  5.53100  5.53100    401.93085  1.43843
  3143.93541  0.99648  0.00118  0.29896 -1.83071  5.71383  5.71383  5.71383    403.62766  1.43762
  3143.93574  0.99956  0.00118  0.40854 -1.41872  5.34669  5.34669  5.34669    406.69504  1.43685
  3143.93607  0.99374  0.00117  0.26166 -1.53326  5.58894  5.58894  5.58894    405.26241  1.43605
  3143.93640  0.99672  0.00117  0.00374 -1.77647  5.96344  5.96344  5.96344    408.35461  1.43523
  3143.93674  0.99682  0.00117  0.03101 -1.48294  6.10570  6.10570  6.10570    411.59043  1.43446
  3143.93707  0.99687  0.00118 -0.02298 -1.82160  5.66036  5.66036  5.66036    411.65426  1.43368
  3143.93740  0.99625  0.00118 -0.00606 -1.55262  5.68747  5.68747  5.68747    412.78723  1.43288
  3143.93773  0.99783  0.00118  0.05828 -1.11007  6.08002  6.08002  6.08002    411.77482  1.43209
  3143.93806  0.99671  0.00118  0.35434 -1.97434  5.64347  5.64347  5.64347    408.98404  1.43131
  3143.93839  0.99721  0.00118  0.52708 -1.67188  5.75322  5.75322  5.75322    404.28191  1.43053
  3143.93873  0.99537  0.00116  0.56137 -1.42680  6.02566  6.02566  6.02566    403.26596  1.42973
  3143.93906  0.99656  0.00116  0.57965 -1.22079  6.09119  6.09119  6.09119    403.40071  1.42895
  3143.93939  0.99865  0.00117  0.39840 -1.63445  5.79618  5.79618  5.79618    405.04433  1.42819
  3143.93972  0.99620  0.00118  0.05925 -1.32083  5.91183  5.91183  5.91183    404.68617  1.42742
  3143.94006  0.99831  0.00118 -0.09053 -1.45902  6.00204  6.00204  6.00204    406.47518  1.42663
  3143.94039  0.99701  0.00118  0.03322 -1.45513  6.05981  6.05981  6.05981    410.47340  1.42587
  3143.94072  0.99414  0.00117  0.21735 -1.51832  5.66557  5.66557  5.66557    410.32801  1.42506
  3143.94105  0.99705  0.00118  0.10531 -1.87725  5.78943  5.78943  5.78943    407.48759  1.42430
  3143.94139  0.99335  0.00118  0.33349 -1.83883  5.52693  5.52693  5.52693    409.28546  1.42353
  3143.94172  0.99437  0.00118  0.19764 -1.77534  5.62852  5.62852  5.62852    408.40071  1.42276
  3143.94205  0.99471  0.00118  0.31748 -1.93605  5.63607  5.63607  5.63607    410.96454  1.42200
  3143.94238  0.99550  0.00118  0.28548 -1.71667  5.82855  5.82855  5.82855    413.48404  1.42124
  3143.94271  0.99655  0.00117 -0.03731 -1.60479  6.06578  6.06578  6.06578    412.25355  1.42047
  3143.94305  0.99726  0.00118 -0.14225 -1.57889  5.76053  5.76053  5.76053    411.46986  1.41971
  3143.94338  0.99509  0.00118 -0.03753 -1.78974  5.71096  5.71096  5.71096    412.91844  1.41895
  3143.94371  0.99550  0.00118 -0.03679 -1.61164  6.14310  6.14310  6.14310    415.24823  1.41818
  3143.94404  1.00038  0.00118  0.25153 -1.05467  5.91125  5.91125  5.91125    417.04078  1.41739
  3143.94438  1.00093  0.00118  0.21209 -1.33007  5.39352  5.39352  5.39352    416.70213  1.41665
  3143.94471  0.99703  0.00118  0.46342 -1.69740  5.70845  5.70845  5.70845    416.20213  1.41589
  3143.94504  0.99692  0.00117  0.42964 -0.94045  5.99677  5.99677  5.99677    413.23050  1.41513
  3143.94537  0.99902  0.00118  0.41058 -1.54237  5.81885  5.81885  5.81885    410.35993  1.41439
  3143.94570  0.99971  0.00117  0.38296 -1.68796  6.04267  6.04267  6.04267    410.24823  1.41363
  3143.94604  0.99881  0.00117  0.10280 -1.33235  5.93658  5.93658  5.93658    415.29433  1.41290
  3143.94637  0.99905  0.00118  0.10696 -1.72566  6.12232  6.12232  6.12232    416.13475  1.41215
  3143.94670  0.99936  0.00118  0.05835 -1.37037  5.58554  5.58554  5.58554    418.65957  1.41139
  3143.94703  0.99341  0.00118 -0.03397 -1.80006  5.70362  5.70362  5.70362    420.49645  1.41065
  3143.94736  0.99659  0.00118  0.12988 -1.40747  5.63551  5.63551  5.63551    419.93794  1.40990
  3143.94770  0.99927  0.00118  0.06425 -1.35984  5.62031  5.62031  5.62031    419.56028  1.40914
  3143.94803  0.99929  0.00117  0.03528 -1.01807  6.16078  6.16078  6.16078    418.56560  1.40840
  3143.94836  0.99507  0.00117  0.09877 -1.49690  6.18009  6.18009  6.18009    416.12234  1.40766
  3143.94869  0.99625  0.00117  0.25726 -1.34963  5.57143  5.57143  5.57143    411.80674  1.40693
  3143.94903  1.00003  0.00117  0.25783 -1.23327  5.65411  5.65411  5.65411    412.58511  1.40619
  3143.94936  0.99856  0.00117  0.29923 -1.45923  5.94884  5.94884  5.94884    414.10816  1.40543
  3143.94969  0.99917  0.00116  0.30744 -1.88759  6.14876  6.14876  6.14876    416.27837  1.40471
  3143.95002  0.99447  0.00117  0.24353 -1.73716  5.97173  5.97173  5.97173    416.83865  1.40398
  3143.95035  0.99737  0.00116  0.05211 -1.59146  6.34175  6.34175  6.34175    417.98050  1.40325
  3143.95068  0.99427  0.00116 -0.06902 -0.88872  6.02754  6.02754  6.02754    419.85638  1.40250
  3143.95102  1.00214  0.00118 -0.18736 -1.40855  5.61778  5.61778  5.61778    419.22340  1.40179
  3143.95135  0.99858  0.00118 -0.19936 -1.25521  5.51115  5.51115  5.51115    417.93794  1.40105
  3143.95168  0.99651  0.00119 -0.04962 -1.05221  5.91172  5.91172  5.91172    464.91844  1.40033
  3143.95201  0.99789  0.00120  0.23914 -1.51059  5.69740  5.69740  5.69740    573.65426  1.39961
  3143.95234  0.99753  0.00120  0.28467 -1.26752  5.90875  5.90875  5.90875    574.09397  1.39889
  3143.95268  1.00051  0.00118  0.36980 -1.26487  6.28801  6.28801  6.28801    554.55142  1.39814
  3143.95301  0.99499  0.00118  0.28016 -1.59402  6.05883  6.05883  6.05883    514.55851  1.39743
  3143.95334  1.00038  0.00118  0.27571 -1.15616  6.10629  6.10629  6.10629    503.57092  1.39670
  3143.95367  0.99625  0.00118  0.24208 -1.10071  5.82927  5.82927  5.82927    506.94326  1.39599
  3143.95401  1.00111  0.00119  0.32498 -1.69856  6.00304  6.00304  6.00304    502.24113  1.39527
  3143.95434  0.99861  0.00119  0.33401 -1.17653  5.75575  5.75575  5.75575    499.08511  1.39455
  3143.95467  0.99908  0.00120  0.30289 -1.58855  5.63596  5.63596  5.63596    499.45390  1.39384
  3143.95500  0.99687  0.00119  0.40244 -0.99866  5.64752  5.64752  5.64752    501.90780  1.39313
  3143.95533  0.99905  0.00119  0.37205 -1.16107  5.76472  5.76472  5.76472    502.06560  1.39242
  3143.95566  0.99830  0.00118  0.12010 -0.80444  6.38554  6.38554  6.38554    501.97872  1.39171
  3143.95599  1.00007  0.00117  0.07876 -1.13119  6.40055  6.40055  6.40055    504.82092  1.39100
  3143.95633  0.99900  0.00115  0.07872 -0.98013  6.98559  6.98559  6.98559    508.55851  1.39030
  3143.95666  0.99602  0.00116  0.11315 -0.84311  6.63315  6.63315  6.63315    506.18617  1.38960
  3143.95699  0.99855  0.00116  0.11416 -0.91850  6.64269  6.64269  6.64269    508.80142  1.38889
  3143.95732  0.99634  0.00118  0.24405 -0.98700  6.00833  6.00833  6.00833    503.44858  1.38819
  3143.95765  0.99529  0.00120  0.11993 -1.87134  5.64051  5.64051  5.64051    502.45390  1.38749
  3143.95798  0.99934  0.00120  0.21613 -1.95147  5.62256  5.62256  5.62256    502.70390  1.38678
  3143.95831  0.99903  0.00120  0.32563 -1.22835  5.46836  5.46836  5.46836    499.34220  1.38610
  3143.95864  0.99702  0.00120 -0.08576 -1.83036  5.64290  5.64290  5.64290    498.65603  1.38538
  3143.95897  0.99918  0.00119 -0.15802 -1.57236  5.69061  5.69061  5.69061    426.32270  1.38471
  3143.95930  1.00058  0.00119 -0.05976 -1.47002  5.66524  5.66524  5.66524    427.81560  1.38400
  3143.95964  1.00151  0.00118  0.05028 -1.18474  6.02900  6.02900  6.02900    430.53191  1.38331
  3143.95997  0.99679  0.00116 -0.01383 -1.41186  6.00896  6.00896  6.00896    434.98404  1.38263
  3143.96030  0.99794  0.00115  0.05303 -0.79495  6.54497  6.54497  6.54497    438.73936  1.38193
  3143.96063  1.00036  0.00117  0.39718 -1.10977  5.83409  5.83409  5.83409    441.66489  1.38122
  3143.96097  0.99742  0.00117  0.46150 -1.24600  5.91307  5.91307  5.91307    442.53014  1.38055
  3143.96130  0.99789  0.00116  0.38054 -1.48623  6.06269  6.06269  6.06269    445.70390  1.37984
  3143.96163  0.99926  0.00117  0.48687 -1.78159  6.17400  6.17400  6.17400    446.53901  1.37917
  3143.96196  0.99634  0.00115  0.57721 -1.50464  6.38112  6.38112  6.38112    444.87766  1.37847
  3143.96229  0.99525  0.00118 -0.01480 -1.25973  5.85465  5.85465  5.85465    441.81206  1.37781
  3143.96262  0.99411  0.00117 -0.12818 -1.53308  5.81839  5.81839  5.81839    437.43440  1.37712
  3143.96296  0.99705  0.00118 -0.10605 -1.64919  5.74968  5.74968  5.74968    434.95035  1.37643
  3143.96329  0.99831  0.00118  0.01283 -1.27979  5.83612  5.83612  5.83612    434.91489  1.37575
  3143.96362  0.99869  0.00119 -0.01925 -1.03388  5.90507  5.90507  5.90507    434.96099  1.37508
  3143.96395  0.99654  0.00119  0.07265 -1.21847  6.07267  6.07267  6.07267    437.63121  1.37439
  3143.96428  0.99890  0.00119  0.15401 -1.46168  6.29851  6.29851  6.29851    441.61702  1.37374
  3143.96461  0.99657  0.00119  0.25159 -1.32367  6.00777  6.00777  6.00777    445.07270  1.37306
  3143.96495  0.99839  0.00119  0.26830 -1.65246  5.55822  5.55822  5.55822    448.25355  1.37240
  3143.96528  0.99674  0.00119  0.10576 -1.58633  5.65605  5.65605  5.65605    449.55142  1.37173
  3143.96561  0.99761  0.00119 -0.00543 -1.57233  5.68505  5.68505  5.68505    449.26773  1.37105
  3143.96594  0.99784  0.00119  0.01370 -1.71136  5.70932  5.70932  5.70932    446.47695  1.37039
  3143.96627  0.99546  0.00120 -0.07546 -1.34577  5.60444  5.60444  5.60444    445.60816  1.36970
  3143.96661  0.99782  0.00119  0.03436 -1.42443  5.56761  5.56761  5.56761    447.06028  1.36905
  3143.96694  0.99586  0.00119  0.18172 -1.31728  5.41613  5.41613  5.41613    448.26950  1.36838
  3143.96727  0.99839  0.00120  0.09038 -1.29905  5.58394  5.58394  5.58394    449.03723  1.36773
  3143.96760  0.99783  0.00119  0.10885 -0.94443  5.75166  5.75166  5.75166    449.40603  1.36706
  3143.96794  0.99844  0.00119  0.11315 -1.43698  6.08693  6.08693  6.08693    447.78191  1.36641
  3143.96827  0.99763  0.00118  0.16421 -1.07201  6.02919  6.02919  6.02919    444.66844  1.36575
  3143.96860  0.99533  0.00119  0.05080 -1.25641  5.71570  5.71570  5.71570    445.67730  1.36509
  3143.96893  0.99858  0.00119  0.16348 -1.54996  5.61538  5.61538  5.61538    445.45035  1.36443
  3143.96926  0.99581  0.00119  0.28155 -1.84854  5.67023  5.67023  5.67023    447.48582  1.36377
  3143.96960  0.99866  0.00119 -0.24953 -1.73125  5.73253  5.73253  5.73253    455.70213  1.36313
  3143.96993  0.99749  0.00119 -0.06837 -1.21408  5.54807  5.54807  5.54807    464.14716  1.36246
  3143.97026  0.99858  0.00119 -0.00205 -1.73883  5.73534  5.73534  5.73534    470.98936  1.36183
  3143.97059  0.99680  0.00119 -0.01314 -1.55601  5.72331  5.72331  5.72331    475.82447  1.36117
  3143.97093  0.99758  0.00119  0.13846 -1.52451  6.12763  6.12763  6.12763    477.34929  1.36051
  3143.97126  0.99707  0.00119  0.26465 -1.20763  5.54726  5.54726  5.54726    474.67553  1.35986
  3143.97159  0.99984  0.00119  0.15733 -0.80947  6.23520  6.23520  6.23520    473.73582  1.35923
  3143.97192  0.99783  0.00119  0.27344 -1.15202  5.53267  5.53267  5.53267    469.53191  1.35860
  3143.97225  0.99772  0.00120  0.33958 -1.56711  5.73286  5.73286  5.73286    466.20922  1.35795
  3143.97258  1.00270  0.00120  0.45587 -0.83864  5.75376  5.75376  5.75376    465.87766  1.35731
  3143.97292  1.00117  0.00120  0.21547 -1.57720  5.70594  5.70594  5.70594    469.14184  1.35668
  3143.97325  0.99696  0.00120 -0.15486 -1.77881  5.69119  5.69119  5.69119    476.14539  1.35603
  3143.97358  0.99313  0.00120 -0.10238 -1.59844  5.73181  5.73181  5.73181    481.67553  1.35542
  3143.97390  0.99572  0.00120 -0.02238 -1.44400  6.15054  6.15054  6.15054    484.43617  1.35479
  3143.97423  0.99709  0.00120  0.18778 -1.57362  5.68775  5.68775  5.68775    477.72340  1.35415
  3143.97457  0.99459  0.00119  0.02912 -1.31381  5.73366  5.73366  5.73366    478.90603  1.35351
  3143.97490  0.99794  0.00120  0.06498 -1.16907  5.66778  5.66778  5.66778    484.18972  1.35288
  3143.97523  0.99523  0.00120  0.19073 -1.14493  5.50792  5.50792  5.50792    486.75532  1.35226
  3143.97556  0.99548  0.00120  0.33458 -1.38501  5.97009  5.97009  5.97009    487.06383  1.35164
  3143.97589  0.99690  0.00120  0.15704 -1.42271  5.46088  5.46088  5.46088    484.17908  1.35103
  3143.97622  0.99386  0.00120  0.18591 -1.62977  6.49997  6.49997  6.49997    480.11879  1.35039
  3143.97655  0.99515  0.00120  0.06318 -1.53294  5.74776  5.74776  5.74776    476.43262  1.34979
  3143.97688  0.99660  0.00120  0.08766 -1.88631  5.71857  5.71857  5.71857    474.34397  1.34915
  3143.97722  0.99706  0.00120  0.07589 -1.84741  5.76358  5.76358  5.76358    472.18972  1.34853
  3143.97755  0.99881  0.00120  0.01160 -1.80915  5.79205  5.79205  5.79205    468.63298  1.34792
  3143.97788  0.99676  0.00120  0.11721 -1.50331  5.75752  5.75752  5.75752    469.07801  1.34730
  3143.97821  0.99494  0.00120  0.21920 -1.91491  5.70462  5.70462  5.70462    468.58333  1.34669
