# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3147.06239  0.99605  0.00215 -0.57866 -0.61981  5.79332  5.79332  5.79332    570.91147  1.22712
  3147.06272  1.00249  0.00215 -0.65948 -0.43225  5.90833  5.90833  5.90833    575.44193  1.22684
  3147.06305  0.99941  0.00215 -0.70321 -0.27898  5.87238  5.87238  5.87238    577.87748  1.22660
  3147.06338  0.99749  0.00215 -0.54148 -0.58875  5.81170  5.81170  5.81170    578.02479  1.22637
  3147.06371  0.99797  0.00215 -0.31432 -0.28136  5.85117  5.85117  5.85117    577.15793  1.22612
  3147.06404  0.99952  0.00215 -0.03740 -0.30802  5.93200  5.93200  5.93200    570.42705  1.22587
  3147.06437  0.99971  0.00214  0.18406 -0.34413  6.72530  6.72530  6.72530    569.02550  1.22562
  3147.06471  1.00139  0.00213  0.18626 -0.23958  6.57236  6.57236  6.57236    569.45963  1.22538
  3147.06504  0.99861  0.00213  0.25724 -0.22866  5.73419  5.73419  5.73419    572.28683  1.22514
  3147.06536  0.99737  0.00214 -0.21834 -0.44926  6.01933  6.01933  6.01933    576.84844  1.22491
  3147.06569  0.99883  0.00213 -0.35168 -0.35122  5.84698  5.84698  5.84698    584.31586  1.22468
  3147.06602  1.00157  0.00214 -0.25604 -0.74377  7.06934  7.06934  7.06934    590.06020  1.22443
  3147.06636  1.00135  0.00215 -0.34375 -0.67975  5.83355  5.83355  5.83355    596.14518  1.22421
  3147.06669  0.99856  0.00216 -0.44210 -0.35489  6.18124  6.18124  6.18124    600.16997  1.22398
  3147.06701  0.99908  0.00216 -0.32505 -0.43397  6.08828  6.08828  6.08828    606.80312  1.22374
  3147.06734  1.00125  0.00215 -0.36686 -0.65555  5.77930  5.77930  5.77930    610.56941  1.22354
  3147.06767  1.00115  0.00216 -0.18525 -0.29412  5.96203  5.96203  5.96203    610.94547  1.22328
  3147.06801  0.98882  0.00215  0.04260 -0.35381  5.99189  5.99189  5.99189    611.75425  1.22305
  3147.06833  0.99631  0.00215  0.10875  0.25244  5.86544  5.86544  5.86544    611.48442  1.22284
  3147.06866  0.99666  0.00215  0.21202 -0.36912  5.93125  5.93125  5.93125    612.28754  1.22260
  3147.06899  1.00347  0.00215  0.28675 -0.42229  5.97273  5.97273  5.97273    612.93272  1.22238
  3147.06932  1.00100  0.00215 -0.03105 -0.20497  6.04564  6.04564  6.04564    622.03045  1.22217
  3147.06966  0.99753  0.00216 -0.26679 -0.31483  6.83719  6.83719  6.83719    632.44618  1.22195
  3147.06999  1.00020  0.00215 -0.58009 -0.74147  5.71761  5.71761  5.71761    641.47238  1.22173
  3147.07032  1.00093  0.00214 -0.51537 -0.90335  5.69113  5.69113  5.69113    641.58640  1.22151
  3147.07065  1.00091  0.00215 -0.44345 -0.34447  5.79647  5.79647  5.79647    637.94334  1.22129
  3147.07098  1.00036  0.00215  0.09044 -0.66295  5.76064  5.76064  5.76064    635.19263  1.22108
  3147.07131  1.00358  0.00213  1.12230 -0.90939  5.65775  5.65775  5.65775    635.81728  1.22084
  3147.07163  0.99577  0.00214 -0.05364 -0.42598  5.80525  5.80525  5.80525    637.52195  1.22066
  3147.07196  0.99874  0.00213 -0.21832 -0.46324  5.58906  5.58906  5.58906    635.80028  1.22043
  3147.07229  0.99583  0.00214 -0.32914 -0.22017  6.16952  6.16952  6.16952    628.68130  1.22024
  3147.07263  0.99752  0.00216 -0.26116 -0.60199  5.78261  5.78261  5.78261    622.98300  1.22000
  3147.07297  0.99791  0.00217 -0.09339 -0.49182  5.73033  5.73033  5.73033    624.34632  1.21979
  3147.07330  1.00668  0.00217 -0.16619 -0.11800  6.00015  6.00015  6.00015    630.03966  1.21959
  3147.07363  0.99676  0.00216 -0.03722 -0.28633  6.03051  6.03051  6.03051    635.12535  1.21939
  3147.07395  0.99672  0.00217  0.05710 -0.33288  6.10431  6.10431  6.10431    635.15581  1.21918
  3147.07428  1.00151  0.00218  0.06816 -0.71277  5.79404  5.79404  5.79404    632.22096  1.21898
  3147.07461  1.00006  0.00219  0.06270 -0.44697  6.10998  6.10998  6.10998    630.67705  1.21877
  3147.07494  0.99531  0.00220 -0.43114 -0.42019  6.11244  6.11244  6.11244    630.24788  1.21859
  3147.07527  0.99599  0.00220 -0.40238 -0.46191  6.08515  6.08515  6.08515    632.38385  1.21838
  3147.07560  1.00210  0.00221 -0.22617 -0.48061  5.87213  5.87213  5.87213    638.49079  1.21819
  3147.07593  0.99788  0.00221 -0.09615 -0.12904  6.16134  6.16134  6.16134    641.44334  1.21799
  3147.07626  0.99904  0.00220  0.94126 -0.02771  6.00681  6.00681  6.00681    637.35977  1.21777
  3147.07659  0.99794  0.00220 -0.05196 -0.26749  6.16361  6.16361  6.16361    635.13244  1.21759
  3147.07693  0.99811  0.00220 -0.33824 -0.23204  6.06266  6.06266  6.06266    633.73442  1.21739
  3147.07726  0.99528  0.00220 -0.52293 -0.21580  6.04932  6.04932  6.04932    640.98796  1.21721
  3147.07759  0.99726  0.00220 -0.52642 -0.51043  5.92680  5.92680  5.92680    648.69759  1.21701
  3147.07792  0.99969  0.00221 -0.43456 -0.77992  5.91232  5.91232  5.91232    659.39802  1.21683
  3147.07825  1.00147  0.00221 -0.04704 -0.75999  5.93395  5.93395  5.93395    663.07011  1.21662
  3147.07858  1.00001  0.00221  0.25212 -0.47145  5.75171  5.75171  5.75171    663.56941  1.21644
  3147.07891  0.99518  0.00221  0.23564 -0.39936  5.86803  5.86803  5.86803    659.19547  1.21626
  3147.07923  0.99279  0.00221  0.25032 -0.60899  5.79730  5.79730  5.79730    656.50212  1.21607
  3147.07956  0.99694  0.00221  0.04255 -0.14270  6.04991  6.04991  6.04991    654.84703  1.21590
  3147.07989  0.99771  0.00221 -0.27988  0.15609  5.89669  5.89669  5.89669    650.41147  1.21572
  3147.08022  0.99573  0.00222 -0.49292 -0.24898  5.93986  5.93986  5.93986    650.94830  1.21553
  3147.08055  0.99862  0.00222 -0.40913 -0.25693  5.95225  5.95225  5.95225    653.34136  1.21536
  3147.08088  1.00340  0.00223 -0.35918 -0.22099  6.00698  6.00698  6.00698    655.28399  1.21518
  3147.08121  1.00141  0.00223 -0.50498 -0.37202  6.00039  6.00039  6.00039    653.69830  1.21501
  3147.08154  0.99749  0.00223 -0.20908 -0.40889  6.02959  6.02959  6.02959    649.24646  1.21482
  3147.08187  0.99930  0.00223  0.08122 -0.59115  5.99723  5.99723  5.99723    645.59915  1.21464
  3147.08220  0.99543  0.00223  0.07249 -0.42161  5.95216  5.95216  5.95216    643.39093  1.21447
  3147.08253  0.99930  0.00222  0.12063 -0.22356  6.00531  6.00531  6.00531    640.07365  1.21430
  3147.08286  0.99950  0.00222  0.15136 -0.30418  6.27868  6.27868  6.27868    642.00921  1.21412
  3147.08318  0.99727  0.00222 -0.26490 -0.23517  6.11869  6.11869  6.11869    647.61402  1.21397
  3147.08351  0.99937  0.00221 -0.35745 -0.16357  5.94450  5.94450  5.94450    659.52691  1.21379
  3147.08384  0.99666  0.00222 -0.59121 -0.10248  5.86675  5.86675  5.86675    667.57790  1.21362
  3147.08417  0.99804  0.00223 -0.50936 -0.06316  5.91103  5.91103  5.91103    671.87465  1.21345
