# time flux flux_err xoff yoff bg roll_angle deltaT
    2751.58291967        1.00119704        0.00050130       99.09151871      101.00435999      163.67461155      238.51328963       -0.07351685
    2751.58361445        1.00173484        0.00050143       99.43774270      101.29581377      162.96905415      235.59400096       -0.05389404
    2751.58430924        1.00168566        0.00050115       99.49744742      101.11157089      162.74795041      232.66290397       -0.07351685
    2751.58500402        1.00111875        0.00050125       99.28817467      101.84069101      163.61967894      229.71157699       -0.07351685
    2751.58569880        1.00193222        0.00050176       99.73131206      101.98617737      162.84719144      226.73158121        0.00515747
    2751.58639359        1.00103804        0.00050102       99.45524294      101.74954608      163.95165898      223.71444563       -0.07351685
    2751.58708837        1.00145864        0.00050183       99.01866482      101.33311731      163.17455678      220.65188058       -0.05389404
    2751.58778315        1.00153514        0.00050161       98.99764871      101.90565281      161.77424234      217.53542847       -0.07351685
    2751.58847794        1.00140811        0.00050162       99.12949936      101.75737259      162.39078251      214.35690640       -0.05389404
    2751.58917271        1.00177099        0.00050154       99.12184539      101.34481487      161.70223595      211.10804845       -0.05389404
    2751.58986749        1.00221761        0.00050147       99.16032788      101.22341200      161.35006583      207.78112355       -0.05389404
    2751.59056228        1.00190005        0.00050234       99.62439247      101.14472187      162.49091299      204.36902383       -0.05389404
    2751.59125706        1.00219900        0.00050163       99.36091638      101.59182094      161.81206888      200.86483123       -0.07351685
    2751.59195184        1.00106442        0.00050091       99.32926803      101.69699249      161.90690977      197.26267365       -0.05389404
    2751.59264662        1.00195029        0.00050150       99.76971917      101.52035991      161.31183191      193.55793114       -0.05389404
    2751.59334140        1.00154665        0.00050071       99.34135953      101.73636263      163.25750239      189.74738141       -0.05389404
    2751.59403618        1.00112090        0.00050101       99.24074262      101.50457955      163.72435067      185.82955952       -0.05389404
    2751.59473097        1.00182896        0.00050063       99.39401644      101.70413045      162.60167614      181.80533945       -0.05389404
    2751.59542574        1.00206143        0.00050081       99.22535663      101.45166295      162.89027173      177.67793289        0.00515747
    2751.59612052        1.00157192        0.00050093       99.35560969      101.32205019      163.26695087      173.45317968       -0.09310913
    2751.59681531        1.00168819        0.00050112       99.14340341      101.50758415      164.54226970      169.14003988       -0.05389404
    2751.59751009        1.00196814        0.00050073       99.37883779      101.23597435      164.48754156      164.75027793       -0.09310913
    2751.59820488        1.00282322        0.00050123       99.72653329      101.54825621      165.03368159      160.29851757       -0.05389404
    2751.59889965        1.00164455        0.00050100       99.62254598      101.53508158      164.69187322      155.80182445       -0.07351685
    2751.59959443        1.00204132        0.00050089       99.59987507      101.30823099      164.34730634      151.27850271       -0.07351685
    2751.60028921        1.00278521        0.00050101       99.55202859      101.16478169      164.47274788      146.74867830       -0.05389404
    2751.60098400        1.00286232        0.00050076       99.35765585      101.34474320      165.16749854      142.23233194       -0.09310913
    2751.60167878        1.00151693        0.00050145       99.44770333      101.83750145      165.43261177      137.74919844       -0.05389404
    2751.60237355        1.00229652        0.00050136       99.38594909      101.88338837      165.22406352      133.31730737       -0.07351685
    2751.60306834        1.00188440        0.00050119       98.84077448      101.22333222      165.98787315      128.95272451       -0.05389404
    2751.60376312        1.00140260        0.00050084       99.32334778      101.18119617      166.10444037      124.66894337       -0.07351685
    2751.60445791        1.00102837        0.00050061       99.23162713      101.43139409      166.02054218      120.47703894       -0.07351685
    2751.60515269        1.00034197        0.00050068       99.24716609      101.69202296      166.77767693      116.38432956       -0.01455688
    2751.60584746        1.00151038        0.00050047       99.37365393      101.37573437      166.30169471      112.39613172       -0.07351685
    2751.60654224        1.00159518        0.00050120       99.21439030      101.74750490      167.25532171      108.51466532       -0.07351685
    2751.60723703        1.00116921        0.00050068       99.29405546      101.80298945      166.93740400      104.73958668       -0.09310913
    2751.60793181        1.00096029        0.00050120       99.34647301      101.90824949      167.61197401      101.06915963       -0.05389404
    2751.60862658        1.00243762        0.00050072       99.49037626      101.35345742      166.70945683       97.49929463       -0.07351685
    2751.60932137        1.00303502        0.00050176       99.69378291      101.06591047      165.24404058       94.02499476       -0.09310913
    2751.61001615        1.00211731        0.00050090       99.53623257      101.55411867      165.44508113       90.63981720       -0.09310913
    2751.61071094        1.00187872        0.00050119       99.41610457      101.21869584      164.29565875       87.33700735       -0.08331299
    2751.61140572        1.00162473        0.00050140       99.27039221      100.71060218      164.79894466       84.10894485       -0.01455688
    2751.61210049        1.00199487        0.00050184       99.43542332      100.49006356      162.69389212       80.94776764       -0.11270142
    2751.61279527        1.00092350        0.00050031       99.38175478      101.27891175      163.93914982       77.84507871       -0.07351685
    2751.61349006        1.00158584        0.00050134       99.37183325      101.94022621      163.59978967       74.79252363       -0.08331299
    2751.61418484        1.00227660        0.00050100       99.44543747      101.85431189      164.38291418       71.78186566       -0.13226318
