# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3147.06281  1.00665  0.00096  0.78338 -0.20560  6.37835  6.37835  6.37835   1331.66154  1.22663
  3147.06426  1.00276  0.00095 -0.17188 -0.27837  6.66502  6.66502  6.66502   1309.30359  1.22556
  3147.06499  1.00127  0.00095 -0.30531 -0.27083  6.91253  6.91253  6.91253   1315.74487  1.22505
  3147.06571  0.99876  0.00095  0.35574 -0.16068  6.51702  6.51702  6.51702   1322.83850  1.22451
  3147.06644  0.99764  0.00095  0.35678  0.06911  6.58376  6.58376  6.58376   1327.65664  1.22402
  3147.06789  1.00015  0.00095 -0.09136 -0.35078  6.53091  6.53091  6.53091   1330.17437  1.22301
  3147.06862  0.99812  0.00095 -0.35608 -0.43290  6.58899  6.58899  6.58899   1324.72236  1.22251
  3147.06934  0.99713  0.00094 -0.06865 -0.27094  6.30830  6.30830  6.30830   1339.14855  1.22203
  3147.07007  0.99950  0.00094  0.43003  0.25449  6.18415  6.18415  6.18415   1356.40419  1.22154
  3147.07152  0.99989  0.00093 -0.69396  0.08237  6.72622  6.72622  6.72622   1342.62561  1.22060
  3147.07224  0.99527  0.00093  0.30137 -0.30162  6.65388  6.65388  6.65388   1327.94894  1.22012
  3147.07297  0.99751  0.00095  0.15004 -0.10565  6.62141  6.62141  6.62141   1317.44824  1.21968
  3147.07369  0.99942  0.00095 -0.03248 -0.31239  6.00377  6.00377  6.00377   1331.04509  1.21922
  3147.07587  0.99926  0.00097 -0.18694 -0.29976  6.54876  6.54876  6.54876   1318.00951  1.21789
  3147.07660  1.00057  0.00097 -0.20247 -0.40297  6.84840  6.84840  6.84840   1311.56923  1.21747
  3147.07732  0.99737  0.00097  0.49545 -0.18544  6.74451  6.74451  6.74451   1318.87263  1.21705
  3147.07805  1.00008  0.00096  0.20924  0.25276  6.43683  6.43683  6.43683   1339.33107  1.21662
  3147.07950  0.99915  0.00097 -0.17850 -0.32223  6.56969  6.56969  6.56969   1329.32289  1.21583
  3147.08022  1.00152  0.00097  0.36138 -0.40423  7.31046  7.31046  7.31046   1337.75901  1.21543
  3147.08095  1.00345  0.00097  0.42955 -0.23455  7.25553  7.25553  7.25553   1349.22995  1.21504
  3147.08312  0.99957  0.00097  0.01603 -0.26533  6.72128  6.72128  6.72128   1369.22380  1.21390
  3147.08385  1.00093  0.00096  0.47671 -0.60692  7.02752  7.02752  7.02752   1397.29422  1.21351
  3147.08457  1.00290  0.00097  0.40233 -0.43299  7.13721  7.13721  7.13721   1418.05252  1.21315
  3147.08675  0.99757  0.00094 -0.10027 -0.29190  6.73764  6.73764  6.73764   1345.96767  1.21210
  3147.08747  0.99940  0.00095  0.15443 -0.43901  6.45926  6.45926  6.45926   1325.02380  1.21176
  3147.08820  0.99855  0.00097 -0.04111 -0.41358  6.03014  6.03014  6.03014   1310.41856  1.21143
  3147.08893  0.99834  0.00098  0.30893 -0.31891  6.82037  6.82037  6.82037   1301.78277  1.21109
  3147.09038  0.99947  0.00098  0.15869 -0.12083  6.86303  6.86303  6.86303   1297.41673  1.21045
  3147.09110  1.00094  0.00098  0.12062 -0.17196  6.72540  6.72540  6.72540   1287.31949  1.21015
  3147.09183  0.99954  0.00098  0.07519 -0.43924  6.41010  6.41010  6.41010   1285.26969  1.20985
  3147.09255  0.99955  0.00098 -0.24396 -0.37461  6.07919  6.07919  6.07919   1311.31758  1.20953
  3147.09400  0.99990  0.00097  0.21292 -0.28949  6.91201  6.91201  6.91201   1304.24776  1.20897
  3147.09473  0.99927  0.00096  0.37040 -0.31186  6.87913  6.87913  6.87913   1292.67091  1.20869
  3147.09545  0.99995  0.00095  0.23487 -0.49924  6.05475  6.05475  6.05475   1306.68552  1.20840
  3147.09618  0.99967  0.00093  0.11186 -0.57178  6.44356  6.44356  6.44356   1317.95140  1.20814
  3147.09763  1.00057  0.00091  0.20025  0.08006  5.81839  5.81839  5.81839   1303.21365  1.20761
  3147.09835  0.99878  0.00089  0.11362 -0.17291  6.78125  6.78125  6.78125   1287.19517  1.20738
  3147.09908  0.99896  0.00087  0.18223 -0.81396  5.79677  5.79677  5.79677   1293.72154  1.20713
  3147.09981  1.00059  0.00087  0.16711 -0.47043  5.96839  5.96839  5.96839   1293.98970  1.20689
