# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3135.75497  1.00674  0.00125  0.06432 -0.21497  4.95631  4.95631  4.95631  23789.87196  2.08191
  3135.76219  1.00366  0.00109 -0.06045 -0.11773  4.95154  4.95154  4.95154  17128.27913  2.06037
  3135.76291  0.99650  0.00108  0.39523 -0.03644  4.98380  4.98380  4.98380  16557.52176  2.05813
  3135.76436  1.00165  0.00105 -0.56876 -0.32999  5.34974  5.34974  5.34974  15401.24974  2.05365
  3135.76652  0.99476  0.00101  0.00436 -0.16651  5.12499  5.12499  5.12499  13787.16552  2.04699
  3135.76869  0.99908  0.00097 -0.14085 -0.32756  5.30299  5.30299  5.30299  12501.33434  2.04017
  3135.77013  0.99947  0.00095  0.51108 -0.20075  5.35377  5.35377  5.35377  11741.15840  2.03561
  3135.77085  0.99398  0.00094 -0.04182 -0.44438  5.46666  5.46666  5.46666  11330.23875  2.03330
  3135.77157  0.99454  0.00092 -0.46502 -0.56330  5.49186  5.49186  5.49186  10926.75010  2.03099
  3135.77229  0.99461  0.00091  0.41089 -0.24212  5.40276  5.40276  5.40276  10533.66549  2.02864
  3135.77374  0.99151  0.00089 -0.29072 -0.06370  5.44652  5.44652  5.44652   9816.46327  2.02402
  3135.77446  0.99181  0.00088  0.25953 -0.00388  5.36334  5.36334  5.36334   9494.39132  2.02174
  3135.77518  0.98942  0.00087  0.32601 -0.40574  5.41273  5.41273  5.41273   9191.94064  2.01931
  3135.77590  0.99600  0.00087 -0.55178 -0.28819  5.24613  5.24613  5.24613   8930.70013  2.01695
  3135.77807  0.99069  0.00084 -0.08724 -0.28722  5.28322  5.28322  5.28322   8103.42075  2.00991
  3135.77879  0.98983  0.00083 -0.52479 -0.29881  5.32103  5.32103  5.32103   7839.11409  2.00750
  3135.77951  0.99290  0.00083  0.31425 -0.28046  5.37697  5.37697  5.37697   7585.21349  2.00520
  3135.78023  0.98326  0.00082  0.33798 -0.44846  5.41749  5.41749  5.41749   7329.88578  2.00276
  3135.78168  0.99008  0.00081 -0.18244 -0.25760  5.46922  5.46922  5.46922   6845.01506  1.99798
  3135.78240  0.98643  0.00080 -0.14707 -0.25408  5.42413  5.42413  5.42413   6628.77892  1.99558
  3135.78312  0.98775  0.00080  0.21002 -0.40460  5.81740  5.81740  5.81740   6445.16030  1.99318
  3135.78384  0.98950  0.00079  0.44968 -0.36118  6.09934  6.09934  6.09934   6276.89689  1.99082
  3135.78529  0.98763  0.00078  0.16947 -0.15019  5.77945  5.77945  5.77945   5943.86033  1.98589
  3135.78745  0.98706  0.00077  0.23472 -0.03809  5.56445  5.56445  5.56445   5457.49089  1.97860
  3135.78890  0.98800  0.00076  0.34675 -0.04485  5.68239  5.68239  5.68239   5144.34502  1.97366
  3135.78962  0.98423  0.00075 -0.28258 -0.06611  6.00874  6.00874  6.00874   5007.15387  1.97123
  3135.79034  0.99015  0.00075 -0.00407 -0.32538  5.68774  5.68774  5.68774   4903.08502  1.96882
  3135.79106  0.99137  0.00075  0.29499 -0.41876  5.46349  5.46349  5.46349   4827.36236  1.96635
  3135.79250  0.98854  0.00074  0.24726  0.03118  5.52969  5.52969  5.52969   4628.01433  1.96135
  3135.79323  0.99223  0.00074 -0.51099 -0.14830  5.51674  5.51674  5.51674   4483.70667  1.95890
  3135.79395  0.98551  0.00073  0.03936 -0.11230  5.63518  5.63518  5.63518   4353.50156  1.95645
  3135.79467  0.99130  0.00073  0.27657 -0.42976  5.34154  5.34154  5.34154   4244.83922  1.95398
  3135.79683  0.98625  0.00071 -0.02172 -0.13759  5.77346  5.77346  5.77346   3906.18439  1.94652
  3135.79756  0.99226  0.00071 -0.21553  0.05761  5.63850  5.63850  5.63850   3792.03953  1.94395
  3135.79828  0.98542  0.00071  0.45168 -0.36288  5.51557  5.51557  5.51557   3691.76051  1.94152
  3135.79900  0.99342  0.00070  0.56348 -0.43337  5.57434  5.57434  5.57434   3598.78761  1.93894
  3135.80044  0.99121  0.00069 -0.00992 -0.14991  5.66408  5.66408  5.66408   3432.37812  1.93395
  3135.80117  0.99246  0.00069  0.03088 -0.06811  5.60343  5.60343  5.60343   3337.70588  1.93144
  3135.80189  0.99102  0.00068  0.39625 -0.14889  5.52316  5.52316  5.52316   3240.62571  1.92893
  3135.80405  0.99312  0.00067 -0.14824 -0.04255  5.89296  5.89296  5.89296   3047.66266  1.92136
  3135.80478  0.99581  0.00067  0.16271  0.08833  5.95224  5.95224  5.95224   2988.54716  1.91881
  3135.80550  0.99613  0.00067  0.06054 -0.21474  5.99582  5.99582  5.99582   2919.14479  1.91629
  3135.80622  0.99381  0.00067  0.15387 -0.55474  5.73964  5.73964  5.73964   2842.64562  1.91370
  3135.80766  0.99343  0.00066  0.25722 -0.49463  5.76137  5.76137  5.76137   2727.01121  1.90868
  3135.80838  0.99967  0.00066 -0.45587  0.10878  5.68402  5.68402  5.68402   2685.69136  1.90611
  3135.80911  0.99694  0.00066  0.36914  0.09061  5.56838  5.56838  5.56838   2651.34005  1.90356
  3135.80983  0.99446  0.00065  0.47123 -0.11740  5.51497  5.51497  5.51497   2609.39589  1.90103
  3135.81199  0.99790  0.00065 -0.05992 -0.04463  5.89577  5.89577  5.89577   2523.14279  1.89340
  3135.81271  0.99948  0.00065 -0.04742 -0.12429  5.90349  5.90349  5.90349   2505.27587  1.89085
  3135.81344  0.99334  0.00065  0.36705 -0.27942  5.82370  5.82370  5.82370   2489.27042  1.88834
  3135.81416  1.00008  0.00065  0.32290 -0.57254  5.72019  5.72019  5.72019   2473.19085  1.88576
  3135.81560  0.99741  0.00065  0.01584 -0.41668  5.98713  5.98713  5.98713   2428.08205  1.88066
  3135.81632  0.99856  0.00065  0.01686 -0.10134  5.99168  5.99168  5.99168   2401.07516  1.87810
  3135.81705  0.99888  0.00064  0.09065 -0.31493  6.08840  6.08840  6.08840   2365.47580  1.87557
  3135.81777  1.00070  0.00064  0.35727 -0.36797  6.01043  6.01043  6.01043   2331.39534  1.87298
  3135.81993  1.00080  0.00065 -0.22176  0.00131  5.86702  5.86702  5.86702   2322.13372  1.86530
  3135.82066  1.00160  0.00065  0.06604 -0.21963  5.91980  5.91980  5.91980   2321.43075  1.86275
  3135.82138  1.00075  0.00064  0.61022 -0.18025  5.83960  5.83960  5.83960   2321.73157  1.86022
  3135.82282  1.00336  0.00064 -0.51014 -0.49250  5.98142  5.98142  5.98142   2245.93934  1.85507
  3135.82354  1.00382  0.00064  0.68969 -0.26381  6.02663  6.02663  6.02663   2218.51029  1.85251
  3135.82426  1.00158  0.00064  0.45498 -0.23328  6.05712  6.05712  6.05712   2202.77184  1.85000
  3135.82499  1.00275  0.00064 -0.39258 -0.34036  6.08884  6.08884  6.08884   2180.82551  1.84740
  3135.82571  1.00341  0.00064  0.73623 -0.71619  5.95350  5.95350  5.95350   2145.71734  1.84485
  3135.82715  1.00473  0.00064 -0.20224 -0.61575  6.11550  6.11550  6.11550   2099.80740  1.83970
  3135.82787  1.00269  0.00063  0.40918 -0.49010  6.41702  6.41702  6.41702   2084.90571  1.83715
  3135.82859  1.00026  0.00063  0.30193 -0.48385  6.43342  6.43342  6.43342   2063.44085  1.83460
  3135.82932  1.00281  0.00063  0.20264 -0.49855  6.34657  6.34657  6.34657   2049.31453  1.83205
  3135.83076  1.00623  0.00063  0.27852 -0.54536  6.47218  6.47218  6.47218   2003.39322  1.82693
  3135.83220  1.00354  0.00062 -0.13890 -0.39364  6.43263  6.43263  6.43263   1953.61105  1.82181
  3135.83437  1.00630  0.00062 -0.08039 -0.79592  6.23960  6.23960  6.23960   1887.37039  1.81416
  3135.83509  1.00721  0.00062 -0.17857 -0.48156  6.20850  6.20850  6.20850   1884.68157  1.81163
  3135.83581  1.00341  0.00062  0.74249 -0.34845  6.24692  6.24692  6.24692   1886.02531  1.80908
  3135.83653  1.00473  0.00062  0.28518 -0.61584  6.25465  6.25465  6.25465   1899.95455  1.80652
  3135.83798  1.00170  0.00062  0.24727 -0.57072  6.30405  6.30405  6.30405   1918.97525  1.80139
  3135.83870  1.00261  0.00062  0.01362 -0.55894  6.25858  6.25858  6.25858   1904.60059  1.79889
  3135.83942  1.00163  0.00062 -0.12086 -0.45434  6.46373  6.46373  6.46373   1900.24922  1.79632
  3135.84014  1.00369  0.00063  0.34645 -0.45257  6.38830  6.38830  6.38830   1904.03729  1.79380
  3135.84231  1.00387  0.00063  0.28123 -0.61552  6.07153  6.07153  6.07153   1883.87288  1.78618
