# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3143.89121  1.00277  0.00091 -0.94689 -0.82719  6.79851  6.79851  6.79851   1188.98243  1.55490
  3143.89193  1.00061  0.00092 -0.93246 -0.54299  6.56109  6.56109  6.56109   1199.08800  1.55279
  3143.89410  1.00543  0.00093 -0.84963 -1.21968  7.93324  7.93324  7.93324   1252.98532  1.54650
  3143.89482  1.00524  0.00093 -1.01490 -0.50773  5.60363  5.60363  5.60363   1249.84439  1.54443
  3143.89554  1.00186  0.00094 -0.88661 -0.36094  5.67513  5.67513  5.67513   1258.61793  1.54235
  3143.89627  1.00268  0.00093 -0.60789 -0.37038  6.12538  6.12538  6.12538   1259.32208  1.54025
  3143.89843  0.99404  0.00092 -1.00614 -0.40204  6.00979  6.00979  6.00979   1218.79592  1.53408
  3143.89915  0.99876  0.00092 -0.71179 -0.05720  6.37320  6.37320  6.37320   1207.18536  1.53202
  3143.89987  1.00162  0.00092 -1.02076 -0.15051  6.17065  6.17065  6.17065   1194.94927  1.52998
  3143.90060  0.99984  0.00092 -0.75748 -0.63750  6.93588  6.93588  6.93588   1191.94970  1.52794
  3143.90204  0.99977  0.00091 -0.77537 -0.32722  6.34767  6.34767  6.34767   1179.02541  1.52392
  3143.90276  1.00200  0.00092 -0.55744 -0.30354  6.46240  6.46240  6.46240   1197.38047  1.52187
  3143.90348  1.00124  0.00092 -0.83054 -0.38667  5.79396  5.79396  5.79396   1208.29670  1.51987
  3143.90421  1.00147  0.00093 -1.15386 -0.37507  6.46166  6.46166  6.46166   1223.28406  1.51785
  3143.90637  1.00647  0.00093 -1.15316 -0.64086  6.45874  6.45874  6.45874   1237.45776  1.51186
  3143.90709  1.00350  0.00093 -0.95301 -0.32567  7.16765  7.16765  7.16765   1251.01626  1.50989
  3143.90782  1.00012  0.00093 -0.65921 -0.63232  7.36882  7.36882  7.36882   1250.05497  1.50791
  3143.90854  1.00485  0.00093 -0.82546 -1.06939  6.78045  6.78045  6.78045   1236.18336  1.50593
  3143.90926  0.99947  0.00093 -1.18104 -0.72997  6.80793  6.80793  6.80793   1225.80210  1.50394
