# epoch flux flux_err dx dy fwhm fwhmx fwhmy sky airmass
  3135.72607  1.00822  0.00351  0.30422  1.29231  3.75579  3.75579  3.75579  21781.53200  2.15772
  3135.72641  0.99237  0.00348  0.82058  0.77891  3.77599  3.77599  3.77599  21406.69200  2.15696
  3135.72673  1.00065  0.00345  0.74089  0.86510  4.21527  4.21527  4.21527  20953.12667  2.15616
  3135.72706  1.00568  0.00343  0.45973  0.80658  3.98515  3.98515  3.98515  20610.49600  2.15543
  3135.72739  0.99978  0.00339 -0.36787  1.10009  4.05872  4.05872  4.05872  20066.13867  2.15479
  3135.72838  1.00861  0.00329  0.77423  1.37496  4.03408  4.03408  4.03408  18797.23467  2.15239
  3135.72871  1.00849  0.00326  0.28939  1.34185  3.95440  3.95440  3.95440  18351.69867  2.15164
  3135.72903  1.00004  0.00323  0.37276  1.01260  3.93060  3.93060  3.93060  17974.87067  2.15092
  3135.72937  0.99887  0.00321 -0.65580  1.62134  4.14451  4.14451  4.14451  17774.36133  2.15023
  3135.72970  1.01078  0.00317  0.08066  1.05047  4.17957  4.17957  4.17957  17220.78400  2.14941
  3135.73003  0.99936  0.00313  0.50466  1.55617  5.13251  5.13251  5.13251  16673.16933  2.14863
  3135.73035  1.00106  0.00310  0.77677  1.08119  4.22522  4.22522  4.22522  16353.84800  2.14783
  3135.73068  1.01066  0.00307  0.15921  1.07772  4.26221  4.26221  4.26221  15957.08133  2.14706
  3135.73102  1.00499  0.00303  0.12611  1.13167  4.26168  4.26168  4.26168  15486.65467  2.14625
  3135.73135  1.00548  0.00300  0.25123  0.93192  4.67647  4.67647  4.67647  15114.95067  2.14547
  3135.73168  1.00177  0.00297  0.04633  0.78400  4.56536  4.56536  4.56536  14795.53600  2.14471
  3135.73201  1.00665  0.00295  0.34449  1.76142  4.50317  4.50317  4.50317  14479.29333  2.14388
  3135.73234  1.00494  0.00293  0.25205  1.21745  4.63148  4.63148  4.63148  14273.86933  2.14315
  3135.73267  1.01190  0.00291  0.57035  1.29281  4.37093  4.37093  4.37093  14085.49600  2.14230
  3135.73300  1.00950  0.00288 -0.13323  1.31623  4.58584  4.58584  4.58584  13754.27600  2.14156
  3135.73333  1.01062  0.00285 -0.18029  1.53823  4.58777  4.58777  4.58777  13416.39200  2.14075
  3135.73366  0.99597  0.00282  0.05140  1.10471  4.77107  4.77107  4.77107  13104.07467  2.13995
  3135.73399  1.01061  0.00280  0.04579  1.22258  4.47767  4.47767  4.47767  12787.74000  2.13916
  3135.73432  1.00451  0.00277  1.66374  0.53872  4.42987  4.42987  4.42987  12477.56800  2.13820
  3135.73465  1.01063  0.00275 -0.22167  1.09817  5.01252  5.01252  5.01252  12212.74267  2.13750
  3135.73498  1.00588  0.00272  0.14550  1.41957  4.71353  4.71353  4.71353  11937.28667  2.13661
  3135.73531  1.00295  0.00270 -0.10423  0.77305  4.69862  4.69862  4.69862  11701.04267  2.13587
  3135.73564  1.00218  0.00268  0.26743  0.98197  4.60490  4.60490  4.60490  11496.01467  2.13498
  3135.73597  0.99855  0.00266  0.08954  1.53806  5.16352  5.16352  5.16352  11319.22000  2.13416
  3135.73630  1.00592  0.00264 -0.43953  1.56978  4.44006  4.44006  4.44006  11149.24133  2.13341
  3135.73663  1.00330  0.00262 -0.71424  1.26167  4.61257  4.61257  4.61257  10955.96933  2.13268
  3135.73695  0.99495  0.00261  0.43326  1.29412  5.02804  5.02804  5.02804  10917.69467  2.13166
  3135.73728  0.98968  0.00260  1.07645  1.44340  4.66554  4.66554  4.66554  10879.17600  2.13080
  3135.73761  1.00537  0.00258  0.02364  1.18490  4.70337  4.70337  4.70337  10722.19733  2.13006
  3135.73794  1.00040  0.00256  0.62624  0.91275  5.21738  5.21738  5.21738  10579.81600  2.12916
  3135.73827  1.01142  0.00255 -0.31145  0.90650  5.02588  5.02588  5.02588  10386.59867  2.12838
  3135.73859  1.00658  0.00253 -0.27277  1.47485  4.44650  4.44650  4.44650  10236.05733  2.12756
  3135.73892  1.00071  0.00251  0.15776  0.77810  4.56095  4.56095  4.56095   9998.34267  2.12673
  3135.73925  0.99536  0.00249  0.73803  0.27365  5.22935  5.22935  5.22935   9825.84667  2.12580
  3135.73958  1.00358  0.00246  0.39758  1.69269  4.70819  4.70819  4.70819   9618.93467  2.12501
  3135.73990  1.00171  0.00245 -0.61619  1.03642  4.80525  4.80525  4.80525   9526.04400  2.12420
  3135.74023  1.00345  0.00243 -0.49280  1.35414  5.34316  5.34316  5.34316   9386.30400  2.12333
  3135.74056  1.00158  0.00241 -0.15223  1.07738  5.17416  5.17416  5.17416   9163.19600  2.12245
  3135.74089  0.99737  0.00239 -0.10911  1.40005  5.42093  5.42093  5.42093   8996.44800  2.12164
  3135.74122  1.00761  0.00237  0.70357  1.39812  4.99447  4.99447  4.99447   8774.96267  2.12065
  3135.74155  1.00494  0.00235  0.20350  0.86720  5.65378  5.65378  5.65378   8488.24933  2.11981
  3135.74187  0.99612  0.00233 -0.56747  1.05272  5.01779  5.01779  5.01779   8424.54667  2.11909
  3135.74220  1.00110  0.00232  0.03435  1.06016  5.11348  5.11348  5.11348   8244.70667  2.11810
  3135.74253  0.99971  0.00229  0.37672  1.49435  4.85980  4.85980  4.85980   8001.69733  2.11722
  3135.74286  1.00847  0.00228  0.65585  0.78832  5.38945  5.38945  5.38945   7871.73733  2.11635
