2911.0166, 0.99712013, 1.0000164,
2911.0370, 0.99703235, 0.99998321,
2911.0574, 0.99676572, 0.99976892,
2911.0779, 0.99637155, 0.99942548,
2911.0983, 0.99684832, 0.99995423,
2911.1187, 0.99674348, 0.99989803,
2911.1392, 0.99678309, 0.99998530,
2911.1596, 0.99676932, 1.0000177,
2911.1800, 0.99669461, 0.99998743,
2911.2209, 0.99666396, 1.0000422,
2911.2413, 0.99658922, 1.0000081,
2911.2618, 0.99654499, 1.0000030,
2911.2822, 0.99644843, 0.99994405,
2911.3026, 0.99652979, 1.0000624,
2911.3231, 0.99640152, 0.99996941,
2911.3435, 0.99591388, 0.99951428,
2911.3639, 0.99599274, 0.99962637,
2911.3844, 0.99637167, 1.0000387,
2911.4048, 0.99631414, 1.0000114,
2911.4252, 0.99626277, 0.99998922,
2911.4457, 0.99627943, 1.0000342,
2911.4661, 0.99623623, 1.0000180,
2911.4865, 0.99617618, 0.99998367,
2911.5070, 0.99617187, 1.0000045,
2911.5274, 0.99615393, 1.0000105,
2911.5478, 0.99611066, 0.99999023,
2911.5683, 0.99614325, 1.0000453,
2911.5887, 0.99603783, 0.99996109,
2911.6091, 0.99591633, 0.99985994,
2911.6295, 0.99554094, 0.99950316,
2911.6500, 0.99576985, 0.99975272,
2911.6704, 0.99588998, 0.99989218,
2911.7113, 0.99597082, 1.0000099,
2911.7317, 0.99591703, 0.99997356,
2911.7521, 0.99593842, 1.0000124,
2911.7726, 0.99585425, 0.99994505,
2911.7930, 0.99585218, 0.99995973,
2911.8134, 0.99586339, 0.99998768,
2911.8339, 0.99583091, 0.99997153,
2911.8543, 0.99585610, 1.0000135,
2911.8747, 0.99577433, 0.99994757,
2911.8952, 0.99555417, 0.99974259,
2911.9156, 0.99536462, 0.99956779,
2911.9360, 0.99566997, 0.99988957,
2911.9565, 0.99575200, 0.99998626,
2911.9769, 0.99578460, 1.0000326,
2911.9973, 0.99575083, 1.0000116,
2912.0178, 0.99579189, 1.0000644,
2912.0382, 0.99579316, 1.0000763,
2912.0586, 0.99566373, 0.99995567,
2912.0791, 0.99577588, 1.0000763,
2912.0995, 0.99572823, 1.0000348,
2912.1199, 0.99582184, 1.0001337,
2912.1404, 0.99566113, 0.99997526,
2912.1608, 0.99563837, 0.99995360,
2912.1812, 0.99528081, 0.99959372,
2912.2016, 0.99523725, 0.99954703,
2912.2221, 0.99559422, 0.99990040,
2912.2425, 0.99562515, 0.99992375,
2912.2629, 0.99561283, 0.99990150,
2912.2834, 0.99573336, 1.0000103,
2912.3038, 0.99571392, 0.99997621,
2912.3242, 0.99572039, 0.99996595,
2912.3447, 0.99575444, 0.99998146,
2912.3651, 0.99583354, 1.0000402,
2912.3855, 0.99583646, 1.0000206,
2912.4060, 0.99578724, 0.99994707,
2912.4468, 0.99582333, 0.99993046,
2912.4673, 0.99546075, 0.99953785,
2912.4877, 0.99568590, 0.99973436,
2912.5081, 0.99595658, 0.99997527,
2912.5286, 0.99607741, 1.0000647,
2912.5490, 0.99604795, 1.0000022,
2912.5694, 0.99608515, 1.0000063,
2912.5899, 0.99614875, 1.0000359,
2912.6103, 0.99607834, 0.99993056,
2912.6307, 0.99618216, 0.99999960,
2912.6512, 0.99625783, 1.0000400,
2912.6716, 0.99623181, 0.99997818,
2912.6920, 0.99631901, 1.0000297,
2912.7125, 0.99629993, 0.99997411,
2912.7329, 0.99616163, 0.99979851,
2912.7533, 0.99578342, 0.99938126,
2912.7737, 0.99626652, 0.99982776,
2912.7942, 0.99641922, 0.99994201,
2912.8146, 0.99659286, 1.0000763,
2912.8350, 0.99659375, 1.0000362,
2912.8555, 0.99659779, 0.99999787,
2912.8759, 0.99665841, 1.0000153,
2912.8963, 0.99667187, 0.99998429,
2912.9168, 0.99673920, 1.0000056,
2912.9372, 0.99674648, 0.99996538,
2912.9576, 0.99684965, 1.0000195,
2912.9781, 0.99688483, 1.0000038,
2912.9985, 0.99696056, 1.0000269,
2913.0189, 0.99664028, 0.99965070,
2913.0394, 0.99661657, 0.99957015,
2913.0598, 0.99706528, 0.99996130,
2913.0802, 0.99713927, 0.99997423,
2913.1007, 0.99725702, 1.0000288,
2913.1211, 0.99732338, 1.0000299,
2913.1415, 0.99739933, 1.0000385,
2913.1824, 0.99748902, 0.99998762,
2913.2028, 0.99755575, 0.99998143,
2913.2233, 0.99756538, 0.99991634,
2913.2437, 0.99768893, 0.99996360,
2913.2641, 0.99772434, 0.99992090,
2913.2845, 0.99780008, 0.99991712,
2913.3050, 0.99752653, 0.99956191,
2913.3254, 0.99760655, 0.99955965,
2913.3458, 0.99810733, 0.99997756,
2913.3663, 0.99820839, 0.99999371,
2913.3867, 0.99832622, 1.0000256,
2913.4071, 0.99843396, 1.0000462,
2913.4276, 0.99849583, 1.0000198,
2913.4480, 0.99866861, 1.0001034,
2913.4684, 0.99867388, 1.0000186,
2913.4889, 0.99881307, 1.0000669,
2913.5093, 0.99879489, 0.99995689,
2913.5297, 0.99888790, 0.99995769,
2913.5502, 0.99908411, 1.0000609,
2913.5706, 0.99909571, 0.99997868,
2913.5910, 0.99865619, 0.99944444,
