Time from Midtransit, BJD-2454833, Detrended flux
-0.13533849, 2963.0766, 0.99995132,
-0.12962050, 2963.3626, 1.0000215,
-0.13617560, 2965.0380, 0.99991091,
-0.13045759, 2965.3240, 0.99997857,
-0.12801657, 2966.4478, 0.99999582,
-0.13701164, 2966.9994, 1.0000930,
-0.13129347, 2967.2855, 0.99989122,
-0.12885176, 2968.4092, 0.99999774,
-0.13212810, 2969.2469, 0.99992234,
-0.12968577, 2970.3706, 0.99995972,
-0.13296144, 2971.2083, 1.0000386,
-0.13051795, 2972.3321, 1.0000244,
-0.13379286, 2973.1698, 0.99998052,
-0.12807395, 2973.4558, 1.0000175,
-0.13134827, 2974.2935, 1.0000461,
-0.13462232, 2975.1312, 0.99994813,
-0.12890310, 2975.4172, 0.99995643,
-0.13217660, 2976.2549, 0.99992830,
-0.13544958, 2977.0926, 0.99997111,
-0.12973003, 2977.3787, 0.99995104,
-0.13300251, 2978.2164, 0.99995037,
-0.13627453, 2979.0541, 0.99996049,
-0.13055450, 2979.3401, 0.99997226,
-0.13382587, 2980.1778, 0.99998477,
-0.12810562, 2980.4639, 0.99999228,
-0.13137630, 2981.3016, 0.99999834,
-0.13464645, 2982.1393, 0.99999298,
-0.12892588, 2982.4253, 0.99999889,
-0.12545051, 2911.5070, 1.0000058,
-0.11972397, 2911.7930, 0.99999647,
-0.12297670, 2912.6307, 0.99999220,
-0.12623031, 2913.4684, 1.0000036,
-0.12050427, 2913.7545, 0.99995809,
-0.12375903, 2914.5922, 1.0000177,
-0.12701464, 2915.4299, 0.99995479,
-0.12128949, 2915.7160, 0.99999861,
-0.12454621, 2916.5537, 1.0000469,
-0.11882123, 2916.8397, 1.0000497,
-0.12207906, 2917.6774, 1.0000469,
-0.12533768, 2918.5152, 1.0000736,
-0.11961344, 2918.8012, 0.99996838,
-0.12287312, 2919.6389, 0.99994410,
-0.12613357, 2920.4766, 1.0000622,
-0.12041005, 2920.7627, 1.0000605,
-0.12367153, 2921.6004, 1.0000060,
-0.12693373, 2922.4381, 1.0000275,
-0.12447376, 2923.5618, 1.0000478,
-0.11875095, 2923.8479, 1.0000262,
-0.12201505, 2924.6856, 1.0000228,
-0.12527984, 2925.5233, 0.99999911,
-0.11955778, 2925.8093, 1.0000115,
-0.12608978, 2927.4848, 0.99999341,
-0.12036814, 2927.7708, 0.99998708,
-0.12363531, 2928.6085, 0.99992322,
-0.12690310, 2929.4462, 1.0000169,
-0.12118184, 2929.7322, 0.99993928,
-0.12445042, 2930.5699, 0.99994788,
-0.11872953, 2930.8560, 0.99996291,
-0.12199888, 2931.6937, 1.0000044,
-0.11954823, 2932.8174, 1.0000104,
-0.12281885, 2933.6551, 1.0000483,
-0.12608997, 2934.4928, 0.99997211,
-0.12037004, 2934.7789, 0.99996279,
-0.12364173, 2935.6166, 0.99995988,
-0.12691399, 2936.4543, 0.99997794,
-0.12119444, 2936.7403, 1.0000318,
-0.12446711, 2937.5780, 0.99999019,
-0.11874775, 2937.8641, 0.99996927,
-0.12202121, 2938.7018, 0.99996740,
-0.12529497, 2939.5395, 1.0000028,
-0.11957584, 2939.8255, 0.99998911,
-0.12285012, 2940.6632, 0.99999289,
-0.12612498, 2941.5009, 0.99994240,
-0.12040604, 2941.7869, 0.99996547,
-0.12368126, 2942.6246, 0.99997399,
-0.12695681, 2943.4623, 0.99994525,
-0.12123824, 2943.7484, 0.99992038,
-0.12451419, 2944.5861, 0.99991028,
-0.11879566, 2944.8721, 1.0000550,
-0.12207199, 2945.7098, 1.0000230,
-0.12534848, 2946.5475, 1.0000208,
-0.11963035, 2946.8335, 1.0000314,
-0.12290706, 2947.6712, 0.99994478,
-0.12618419, 2948.5089, 1.0000158,
-0.12046613, 2948.7950, 0.99998534,
-0.12374352, 2949.6326, 1.0000578,
-0.12702098, 2950.4703, 1.0000118,
-0.12130296, 2950.7564, 0.99999131,
-0.12458072, 2951.5941, 0.99999775,
-0.11886286, 2951.8801, 1.0000349,
-0.12466647, 2958.6021, 1.0000640,
-0.11894874, 2958.8881, 1.0000882,
-0.12550489, 2960.5635, 1.0000436,
-0.11978711, 2960.8495, 0.99999469,
-0.12306505, 2961.6872, 1.0000152,
-0.12634289, 2962.5249, 1.0000009,
-0.12062493, 2962.8110, 0.99994410,
-0.12390260, 2963.6487, 0.99997718,
-0.12718023, 2964.4864, 0.99988414,
-0.12146216, 2964.7724, 0.99999552,
-0.12473946, 2965.6101, 0.99992955,
-0.11902140, 2965.8961, 0.99999639,
-0.12229844, 2966.7338, 1.0000774,
-0.12557517, 2967.5715, 0.99991509,
-0.11985694, 2967.8576, 0.99997751,
-0.12313345, 2968.6953, 1.0000065,
-0.12640970, 2969.5329, 1.0000291,
-0.12069116, 2969.8190, 0.99998145,
-0.12396713, 2970.6567, 1.0000145,
-0.12724270, 2971.4944, 0.99995845,
-0.12152393, 2971.7804, 1.0001265,
-0.12479906, 2972.6181, 0.99999936,
-0.11908023, 2972.9042, 0.99999817,
-0.12235490, 2973.7419, 0.99998077,
-0.12562909, 2974.5796, 1.0000742,
-0.11990997, 2974.8656, 1.0000506,
-0.12318374, 2975.7033, 0.99996409,
-0.12645710, 2976.5410, 1.0000020,
-0.12073755, 2976.8270, 1.0000427,
-0.12401032, 2977.6647, 1.0000666,
-0.12728265, 2978.5024, 0.99997996,
-0.12156283, 2978.7885, 0.99993913,
-0.12483452, 2979.6262, 0.99990098,
-0.12238540, 2980.7499, 0.99993840,
-0.12565591, 2981.5876, 1.0000834,
-0.11993535, 2981.8737, 1.0000359,
-0.12320514, 2982.7114, 0.99999699,
-0.12075336, 2983.8351, 0.99992793,
-0.11074519, 2911.2413, 0.99999941,
-0.11399734, 2912.0791, 1.0000460,
-0.11725037, 2912.9168, 1.0000219,
-0.11152414, 2913.2028, 1.0000392,
-0.11477833, 2914.0405, 1.0000414,
-0.10905270, 2914.3266, 0.99994815,
-0.11803349, 2914.8783, 1.0000124,
-0.11230804, 2915.1643, 0.99999132,
-0.11556422, 2916.0020, 0.99999117,
-0.10983916, 2916.2881, 1.0000245,
-0.11309645, 2917.1258, 0.99998382,
-0.11635455, 2917.9635, 0.99999850,
-0.11063003, 2918.2495, 1.0000105,
-0.11388919, 2919.0872, 0.99999884,
-0.11714934, 2919.9250, 1.0000115,
-0.11142544, 2920.2110, 1.0000262,
-0.11468641, 2921.0487, 0.99999408,
-0.11794815, 2921.8864, 0.99999193,
-0.11222485, 2922.1725, 0.99998415,
-0.11548754, 2923.0102, 1.0000062,
-0.10976467, 2923.2962, 1.0000029,
-0.11302832, 2924.1339, 0.99998780,
-0.11629276, 2924.9716, 0.99999761,
-0.11057044, 2925.2577, 0.99998511,
-0.11383569, 2926.0954, 0.99998927,
-0.11710159, 2926.9331, 1.0000088,
-0.11137970, 2927.2191, 1.0000297,
-0.11464647, 2928.0568, 0.99997903,
-0.11219256, 2929.1806, 1.0000054,
-0.11546075, 2930.0183, 0.99998575,
-0.10973963, 2930.3043, 1.0000169,
-0.11300861, 2931.1420, 1.0000136,
-0.11627815, 2931.9797, 0.99998680,
-0.11055768, 2932.2658, 1.0000219,
-0.11382794, 2933.1035, 0.99993335,
-0.11709874, 2933.9412, 1.0000349,
-0.11137859, 2934.2272, 1.0000343,
-0.11465006, 2935.0649, 0.99997806,
-0.11792201, 2935.9026, 1.0000083,
-0.11220215, 2936.1887, 1.0000012,
-0.10975508, 2937.3124, 1.0000341,
-0.11302825, 2938.1501, 1.0000250,
-0.11630184, 2938.9878, 0.99998800,
-0.11058262, 2939.2738, 1.0000740,
-0.11385676, 2940.1115, 1.0000013,
-0.11713127, 2940.9492, 1.0000310,
-0.11141226, 2941.2353, 1.0000487,
-0.11468725, 2942.0730, 1.0000331,
-0.11796249, 2942.9107, 1.0000223,
-0.11224384, 2943.1967, 1.0000201,
-0.11551960, 2944.0344, 1.0000514,
-0.10980100, 2944.3204, 1.0000236,
-0.11307725, 2945.1581, 0.99996820,
-0.11635367, 2945.9958, 1.0000116,
-0.11063529, 2946.2819, 1.0000931,
-0.11391205, 2947.1196, 1.0000058,
-0.11718893, 2947.9573, 1.0001093,
-0.11147073, 2948.2433, 1.0000263,
-0.11474799, 2949.0810, 1.0000254,
-0.10902998, 2949.3670, 0.99997758,
-0.11802544, 2949.9187, 1.0000093,
-0.11230749, 2950.2047, 1.0000250,
-0.11558505, 2951.0424, 1.0000119,
-0.10986706, 2951.3285, 1.0001053,
-0.11314491, 2952.1662, 0.99995582,
-0.11323091, 2959.1742, 1.0000204,
-0.11650899, 2960.0119, 1.0001060,
-0.11406923, 2961.1356, 0.99998996,
-0.11734714, 2961.9733, 0.99999752,
-0.11162921, 2962.2593, 1.0000230,
-0.11490706, 2963.0970, 1.0000058,
-0.10918908, 2963.3831, 1.0000412,
-0.11818459, 2963.9347, 1.0000088,
-0.11246665, 2964.2207, 0.99998550,
-0.11574407, 2965.0584, 1.0000368,
-0.11002595, 2965.3445, 1.0000854,
-0.11330323, 2966.1822, 1.0000500,
-0.11658019, 2967.0199, 1.0000001,
-0.11086202, 2967.3059, 1.0000909,
-0.11413859, 2968.1436, 1.0001113,
-0.11741501, 2968.9813, 0.99998616,
-0.11169664, 2969.2673, 1.0000619,
-0.11497270, 2970.1050, 0.99998017,
-0.10925410, 2970.3911, 1.0000342,
-0.11824837, 2970.9427, 0.99996140,
-0.11252976, 2971.2288, 0.99992952,
-0.11008626, 2972.3525, 1.0000107,
-0.11336116, 2973.1902, 0.99999912,
-0.11663580, 2974.0279, 1.0000473,
-0.11091657, 2974.3139, 1.0000662,
-0.11419070, 2975.1516, 0.99997767,
-0.11746433, 2975.9893, 0.99997904,
-0.11174497, 2976.2754, 0.99991740,
-0.11501804, 2977.1131, 0.99994611,
-0.10929839, 2977.3991, 0.99998471,
-0.11257086, 2978.2368, 1.0000659,
-0.11584286, 2979.0745, 0.99997258,
-0.11012283, 2979.3606, 0.99997857,
-0.11339428, 2980.1983, 1.0000131,
-0.11666503, 2981.0360, 0.99995693,
-0.11094460, 2981.3220, 0.99990198,
-0.11421484, 2982.1597, 1.0000109,
-0.11748443, 2982.9974, 1.0000366,
-0.10501836, 2911.5274, 1.0000084,
-0.10827081, 2912.3651, 1.0000365,
-0.10254448, 2912.6512, 1.0000278,
-0.10579820, 2913.4889, 1.0000519,
-0.10007228, 2913.7749, 0.99992810,
-0.10332706, 2914.6126, 1.0000066,
-0.10658269, 2915.4504, 1.0000787,
-0.10085734, 2915.7364, 1.0000203,
-0.10411409, 2916.5741, 0.99999663,
-0.10737166, 2917.4118, 1.0000328,
-0.10164716, 2917.6979, 0.99991927,
-0.10490580, 2918.5356, 0.99999514,
-0.10816524, 2919.3733, 0.99999312,
-0.10244117, 2919.6593, 0.99996043,
-0.10570164, 2920.4971, 1.0000100,
-0.099978017, 2920.7831, 0.99998794,
-0.10896286, 2921.3348, 0.99998280,
-0.10323952, 2921.6208, 1.0000458,
-0.10650174, 2922.4585, 1.0000596,
-0.10077871, 2922.7446, 0.99998767,
-0.10404189, 2923.5823, 1.0000286,
-0.10730587, 2924.4200, 1.0000073,
-0.10158330, 2924.7060, 0.99995787,
-0.10484811, 2925.5437, 1.0000867,
-0.10811358, 2926.3814, 1.0000145,
-0.10239165, 2926.6675, 1.0000432,
-0.10565799, 2927.5052, 0.99996420,
-0.099936249, 2927.7912, 0.99999348,
-0.10892497, 2928.3429, 1.0000187,
-0.10320344, 2928.6289, 1.0001111,
-0.10647124, 2929.4666, 0.99996638,
-0.10075019, 2929.7527, 1.0000766,
-0.10401878, 2930.5904, 1.0000357,
-0.10728795, 2931.4281, 1.0000340,
-0.10156716, 2931.7141, 0.99997751,
-0.10483707, 2932.5518, 1.0000733,
-0.10810752, 2933.3895, 1.0000250,
-0.10238725, 2933.6756, 0.99998699,
-0.10565840, 2934.5133, 0.99999563,
-0.099938262, 2934.7993, 0.99995403,
-0.10893003, 2935.3510, 0.99995933,
-0.10321007, 2935.6370, 1.0000500,
-0.10648234, 2936.4747, 0.99996038,
-0.10076269, 2936.7608, 1.0000169,
-0.10403557, 2937.5984, 0.99997684,
-0.10730889, 2938.4361, 1.0000846,
-0.10158948, 2938.7222, 1.0000363,
-0.10486335, 2939.5599, 0.99998080,
-0.10813762, 2940.3976, 0.99997878,
-0.10241862, 2940.6836, 1.0000108,
-0.10569339, 2941.5213, 1.0000128,
-0.099974455, 2941.8074, 1.0000386,
-0.10896850, 2942.3590, 0.99997974,
-0.10324968, 2942.6451, 1.0000087,
-0.10652524, 2943.4828, 0.99997537,
-0.10080667, 2943.7688, 1.0000024,
-0.10408263, 2944.6065, 1.0000204,
-0.10735878, 2945.4442, 1.0000349,
-0.10164033, 2945.7302, 1.0000009,
-0.10491693, 2946.5679, 0.99999629,
-0.10819387, 2947.4056, 1.0000061,
-0.10247562, 2947.6917, 1.0000354,
-0.10575275, 2948.5293, 0.99994712,
-0.10003460, 2948.8154, 0.99997915,
-0.10331189, 2949.6531, 0.99998708,
-0.10658945, 2950.4908, 1.0000163,
-0.10087143, 2950.7768, 0.99998162,
-0.10414919, 2951.6145, 1.0000400,
-0.10742708, 2952.4522, 1.0000104,
-0.10423486, 2958.6225, 1.0000455,
-0.10751307, 2959.4602, 0.99991048,
-0.10179533, 2959.7462, 0.99999150,
-0.10507337, 2960.5839, 0.99998888,
-0.10835144, 2961.4216, 0.99997858,
-0.10263353, 2961.7077, 0.99995105,
-0.10591137, 2962.5454, 0.99998221,
-0.10019341, 2962.8314, 1.0000451,
-0.10347108, 2963.6691, 1.0000673,
-0.10674860, 2964.5068, 1.0000286,
-0.10103063, 2964.7928, 0.99998691,
-0.10430782, 2965.6305, 1.0000233,
-0.10758513, 2966.4682, 0.99997951,
-0.10186690, 2966.7543, 1.0000105,
-0.10514372, 2967.5919, 1.0000558,
-0.10842031, 2968.4296, 1.0000140,
-0.10270189, 2968.7157, 1.0000045,
-0.10597813, 2969.5534, 1.0000027,
-0.10353556, 2970.6771, 0.99999429,
-0.10681102, 2971.5148, 0.99997063,
-0.10436747, 2972.6385, 1.0000099,
-0.10764225, 2973.4762, 0.99998729,
-0.10192320, 2973.7623, 0.99998326,
-0.10519748, 2974.6000, 1.0000270,
-0.10847138, 2975.4377, 1.0000186,
-0.10275202, 2975.7237, 0.99998395,
-0.10602537, 2976.5614, 1.0000094,
-0.10030591, 2976.8475, 1.0000144,
-0.10685099, 2978.5229, 0.99994488,
-0.10113107, 2978.8089, 1.0000347,
-0.10767403, 2980.4843, 0.99998883,
-0.10195371, 2980.7703, 1.0000634,
-0.10849416, 2982.4457, 1.0000240,
-0.10277341, 2982.7318, 0.99999004,
-0.10032172, 2983.8555, 0.99998542,
-0.099291728, 2911.8134, 1.0000154,
-0.093565300, 2912.0995, 0.99999875,
-0.096818352, 2912.9372, 0.99996960,
-0.091092127, 2913.2233, 0.99995793,
-0.094346346, 2914.0610, 0.99996469,
-0.097601420, 2914.8987, 1.0000283,
-0.091875980, 2915.1847, 0.99996496,
-0.095132184, 2916.0224, 0.99998783,
-0.098389314, 2916.8602, 1.0000432,
-0.092664435, 2917.1462, 1.0000453,
-0.095922554, 2917.9839, 1.0000232,
-0.099181470, 2918.8216, 1.0000280,
-0.093457327, 2919.1077, 1.0000134,
-0.096717290, 2919.9454, 0.99998600,
-0.090993401, 2920.2314, 1.0000200,
-0.094254586, 2921.0691, 0.99997205,
-0.097516244, 2921.9069, 0.99998015,
-0.091793051, 2922.1929, 0.99997994,
-0.095055761, 2923.0306, 1.0000224,
-0.098319183, 2923.8683, 0.99998542,
-0.092596460, 2924.1544, 1.0000079,
-0.095860816, 2924.9921, 1.0000710,
-0.099125949, 2925.8298, 0.99996120,
-0.093403768, 2926.1158, 1.0000175,
-0.096669688, 2926.9535, 0.99999221,
-0.090947905, 2927.2396, 0.99997606,
-0.094214682, 2928.0773, 1.0000234,
-0.097482181, 2928.9150, 1.0001018,
-0.091760795, 2929.2010, 1.0000743,
-0.095029003, 2930.0387, 0.99998373,
-0.098297796, 2930.8764, 1.0000464,
-0.092576977, 2931.1625, 1.0000039,
-0.095846529, 2932.0002, 1.0000637,
-0.099116627, 2932.8379, 0.99993809,
-0.093396145, 2933.1239, 1.0000394,
-0.096666950, 2933.9616, 0.99995584,
-0.094218286, 2935.0854, 0.99998941,
-0.097490253, 2935.9231, 1.0000042,
-0.098316020, 2937.8845, 1.0000131,
-0.095870222, 2939.0082, 1.0000405,
-0.099144229, 2939.8459, 0.99998222,
-0.093425050, 2940.1320, 0.99993634,
-0.096699571, 2940.9697, 1.0000301,
-0.090980661, 2941.2557, 1.0000362,
-0.097531007, 2942.9311, 0.99996906,
-0.091812267, 2943.2171, 0.99998977,
-0.098364095, 2944.8925, 0.99995292,
-0.092645692, 2945.1786, 1.0000262,
-0.095922122, 2946.0163, 1.0000251,
-0.099198704, 2946.8540, 0.99999545,
-0.093480402, 2947.1400, 0.99998635,
-0.091039293, 2948.2637, 1.0000244,
-0.094316561, 2949.1014, 1.0000223,
-0.091875858, 2950.2252, 1.0000235,
-0.095153528, 2951.0629, 1.0000191,
-0.098431337, 2951.9005, 0.99996517,
-0.092713394, 2952.1866, 1.0000095,
-0.098517232, 2958.9085, 0.99998209,
-0.092799400, 2959.1946, 1.0000768,
-0.099355498, 2960.8700, 0.99999314,
-0.093637715, 2961.1560, 0.99998069,
-0.096915717, 2961.9937, 1.0000114,
-0.091197688, 2962.2798, 0.99994287,
-0.094475540, 2963.1174, 1.0000439,
-0.092035124, 2964.2412, 0.99999701,
-0.095312534, 2965.0789, 1.0000093,
-0.092871588, 2966.2026, 1.0000293,
-0.096148652, 2967.0403, 1.0000003,
-0.090430376, 2967.3263, 1.0000627,
-0.093707137, 2968.1640, 0.99998513,
-0.096983551, 2969.0017, 1.0000281,
-0.091265078, 2969.2878, 0.99999228,
-0.094541131, 2970.1255, 0.99995173,
-0.097816893, 2970.9632, 1.0000478,
-0.092098187, 2971.2492, 1.0000322,
-0.095373531, 2972.0869, 0.99993826,
-0.098648540, 2972.9246, 1.0000238,
-0.092929567, 2973.2106, 0.99996238,
-0.096204200, 2974.0483, 1.0000249,
-0.090485059, 2974.3344, 0.99994027,
-0.099478256, 2974.8860, 1.0000103,
-0.093759082, 2975.1721, 1.0000332,
-0.097032605, 2976.0098, 0.99998988,
-0.091313243, 2976.2958, 1.0000454,
-0.094586301, 2977.1335, 1.0000474,
-0.097858915, 2977.9712, 1.0000272,
-0.092139099, 2978.2572, 0.99999551,
-0.095411093, 2979.0949, 0.99997832,
-0.098682602, 2979.9326, 0.99998010,
-0.092962500, 2980.2187, 0.99999481,
-0.096233234, 2981.0564, 0.99998203,
-0.090512897, 2981.3424, 1.0000918,
-0.099503644, 2981.8941, 1.0000194,
-0.093783024, 2982.1801, 1.0000157,
-0.097052705, 2983.0178, 1.0000523,
-0.090312934, 2911.2618, 0.99998883,
-0.084586306, 2911.5478, 0.99998567,
-0.087838777, 2912.3855, 1.0000120,
-0.082112455, 2912.6716, 0.99996142,
-0.085366104, 2913.5093, 0.99994278,
-0.088620616, 2914.3470, 1.0000291,
-0.086150638, 2915.4708, 1.0000212,
-0.089407125, 2916.3085, 1.0000153,
-0.083682162, 2916.5945, 0.99999391,
-0.086939750, 2917.4323, 0.99996964,
-0.081215059, 2917.7183, 1.0000097,
-0.090198142, 2918.2700, 1.0000839,
-0.084473723, 2918.5560, 1.0000381,
-0.087733175, 2919.3937, 1.0000122,
-0.082009314, 2919.6798, 0.99999129,
-0.088531042, 2921.3552, 1.0000123,
-0.082807610, 2921.6412, 1.0000117,
-0.086069843, 2922.4789, 0.99996928,
-0.089332798, 2923.3167, 0.99998262,
-0.083610017, 2923.6027, 0.99996707,
-0.081151456, 2924.7265, 1.0000498,
-0.090138507, 2925.2781, 1.0000394,
-0.084416276, 2925.5642, 0.99999226,
-0.081959836, 2926.6879, 0.99996460,
-0.085226196, 2927.5256, 1.0000552,
-0.082771664, 2928.6494, 0.99997353,
-0.086039479, 2929.4871, 0.99999068,
-0.083586941, 2930.6108, 0.99999500,
-0.086856124, 2931.4485, 0.99995148,
-0.081135436, 2931.7346, 0.99998248,
-0.090125864, 2932.2862, 1.0000100,
-0.084405362, 2932.5723, 0.99995725,
-0.087675824, 2933.4100, 0.99998226,
-0.081955563, 2933.6960, 0.99992397,
-0.085226717, 2934.5337, 1.0000258,
-0.088498366, 2935.3714, 0.99998572,
-0.082778502, 2935.6574, 1.0000179,
-0.086050791, 2936.4951, 1.0000207,
-0.089323535, 2937.3328, 0.99995770,
-0.083603935, 2937.6189, 0.99999091,
-0.086877264, 2938.4566, 0.99998342,
-0.081157959, 2938.7426, 1.0000107,
-0.090151008, 2939.2943, 0.99999659,
-0.084431841, 2939.5803, 1.0000621,
-0.087706114, 2940.4180, 1.0000203,
-0.081987022, 2940.7041, 0.99999337,
-0.085261793, 2941.5418, 1.0000247,
-0.088536814, 2942.3794, 1.0000228,
-0.082818002, 2942.6655, 1.0000001,
-0.086093564, 2943.5032, 1.0000441,
-0.089369433, 2944.3409, 0.99998314,
-0.083650967, 2944.6269, 1.0000202,
-0.086927220, 2945.4646, 1.0000297,
-0.081208780, 2945.7507, 0.99998740,
-0.090203738, 2946.3023, 0.99999753,
-0.084485484, 2946.5883, 1.0000072,
-0.087762228, 2947.4260, 0.99998097,
-0.082044079, 2947.7121, 1.0000717,
-0.085321115, 2948.5498, 1.0000587,
-0.088598448, 2949.3875, 0.99997955,
-0.082880456, 2949.6735, 0.99999395,
-0.086158023, 2950.5112, 0.99998301,
-0.083717671, 2951.6349, 1.0000010,
-0.086995565, 2952.4726, 1.0000896,
-0.083803349, 2958.6429, 1.0000325,
-0.087081562, 2959.4806, 1.0000123,
-0.081363818, 2959.7667, 0.99994983,
-0.084641857, 2960.6044, 1.0000120,
-0.087919821, 2961.4421, 0.99998406,
-0.082201915, 2961.7281, 1.0000479,
-0.085479746, 2962.5658, 0.99993458,
-0.088757554, 2963.4035, 0.99999704,
-0.083039552, 2963.6895, 0.99998546,
-0.086317169, 2964.5272, 1.0000516,
-0.089594421, 2965.3649, 0.99992128,
-0.083876386, 2965.6510, 1.0000591,
-0.087153486, 2966.4886, 0.99997938,
-0.081435260, 2966.7747, 0.99991818,
-0.084712074, 2967.6124, 1.0000260,
-0.087988753, 2968.4501, 0.99995494,
-0.082270439, 2968.7361, 1.0000528,
-0.085546673, 2969.5738, 0.99994422,
-0.088822529, 2970.4115, 0.99997510,
-0.086379545, 2971.5352, 1.0000504,
-0.089654776, 2972.3729, 0.99993689,
-0.083935882, 2972.6590, 0.99997322,
-0.087210653, 2973.4967, 1.0000129,
-0.081491596, 2973.7827, 1.0000210,
-0.084765873, 2974.6204, 0.99996726,
-0.088039762, 2975.4581, 1.0000363,
-0.082320494, 2975.7442, 1.0000377,
-0.085593732, 2976.5818, 0.99998425,
-0.088866740, 2977.4195, 1.0000409,
-0.083147028, 2977.7056, 1.0000172,
-0.086419330, 2978.5433, 1.0000106,
-0.089691160, 2979.3810, 1.0000574,
-0.083971070, 2979.6670, 1.0000430,
-0.087242240, 2980.5047, 0.99999242,
-0.081522019, 2980.7908, 1.0000065,
-0.084792397, 2981.6285, 0.99992467,
-0.088062340, 2982.4662, 1.0000073,
-0.082341591, 2982.7522, 1.0000156,
-0.085610889, 2983.5899, 1.0000122,
-0.078859583, 2911.8339, 0.99999038,
-0.073133064, 2912.1199, 1.0000933,
-0.076386136, 2912.9576, 1.0000135,
-0.079640081, 2913.7954, 1.0001177,
-0.073914259, 2914.0814, 0.99998935,
-0.077169354, 2914.9191, 1.0000394,
-0.080425392, 2915.7568, 0.99997558,
-0.074700145, 2916.0429, 0.99999764,
-0.077957195, 2916.8806, 0.99994673,
-0.072232423, 2917.1666, 0.99998564,
-0.075490562, 2918.0044, 1.0000260,
-0.078749596, 2918.8421, 1.0000224,
-0.073025360, 2919.1281, 1.0000136,
-0.076285342, 2919.9658, 1.0000119,
-0.079546088, 2920.8035, 0.99994873,
-0.073822563, 2921.0896, 1.0000672,
-0.077084238, 2921.9273, 1.0000517,
-0.080346720, 2922.7650, 1.0000672,
-0.074623879, 2923.0510, 1.0000173,
-0.077887319, 2923.8887, 0.99998018,
-0.072164702, 2924.1748, 1.0000120,
-0.075429074, 2925.0125, 1.0000180,
-0.078694124, 2925.8502, 1.0000302,
-0.072971948, 2926.1363, 1.0000167,
-0.076237883, 2926.9740, 0.99998936,
-0.079504460, 2927.8117, 0.99999608,
-0.073782898, 2928.0977, 1.0000313,
-0.077050313, 2928.9354, 0.99995247,
-0.080318332, 2929.7731, 1.0000264,
-0.074597254, 2930.0592, 1.0001239,
-0.077866061, 2930.8969, 0.99996601,
-0.072145247, 2931.1829, 0.99994504,
-0.075414812, 2932.0206, 0.99991738,
-0.078684923, 2932.8583, 1.0000170,
-0.072964445, 2933.1443, 0.99998874,
-0.076235263, 2933.9820, 0.99992234,
-0.079506687, 2934.8197, 1.0000643,
-0.073786615, 2935.1058, 1.0000354,
-0.077058594, 2935.9435, 1.0000738,
-0.080331039, 2936.7812, 0.99998817,
-0.074611441, 2937.0672, 1.0000478,
-0.077884487, 2937.9049, 1.0000317,
-0.072164988, 2938.1910, 0.99998938,
-0.078712619, 2939.8664, 0.99991945,
-0.072993543, 2940.1524, 0.99994307,
-0.076268073, 2940.9901, 1.0000305,
-0.079542966, 2941.8278, 0.99996467,
-0.073824079, 2942.1138, 1.0000841,
-0.077099428, 2942.9515, 1.0000165,
-0.080374997, 2943.7892, 1.0000217,
-0.074656565, 2944.0753, 1.0000103,
-0.077932434, 2944.9130, 1.0000488,
-0.072214033, 2945.1990, 0.99996386,
-0.075490469, 2946.0367, 0.99994062,
-0.078767157, 2946.8744, 0.99996936,
-0.073048857, 2947.1604, 1.0000743,
-0.076325855, 2947.9981, 0.99990645,
-0.079603060, 2948.8358, 1.0000101,
-0.073884928, 2949.1219, 0.99998102,
-0.077162384, 2949.9596, 1.0000383,
-0.080440005, 2950.7972, 1.0000047,
-0.074722104, 2951.0833, 0.99999281,
-0.077999716, 2951.9210, 1.0000314,
-0.072281874, 2952.2070, 1.0000439,
-0.078085620, 2958.9290, 0.99993848,
-0.072367787, 2959.2150, 0.99998051,
-0.075645967, 2960.0527, 0.99990032,
-0.078923983, 2960.8904, 1.0000461,
-0.073206198, 2961.1764, 0.99995576,
-0.076484098, 2962.0141, 1.0000812,
-0.079761788, 2962.8518, 1.0000057,
-0.074043917, 2963.1379, 1.0000446,
-0.077321633, 2963.9756, 0.99999856,
-0.080599096, 2964.8133, 0.99998160,
-0.074881102, 2965.0993, 1.0000219,
-0.078158230, 2965.9370, 1.0000500,
-0.072440150, 2966.2230, 0.99993798,
-0.075717008, 2967.0607, 0.99994577,
-0.078993844, 2967.8984, 0.99996911,
-0.073275486, 2968.1845, 0.99999322,
-0.076551894, 2969.0222, 1.0000893,
-0.079828135, 2969.8599, 0.99999031,
-0.074109564, 2970.1459, 1.0000188,
-0.077385319, 2970.9836, 1.0000022,
-0.071666611, 2971.2696, 1.0000211,
-0.080660765, 2971.8213, 0.99998951,
-0.074942046, 2972.1073, 1.0000908,
-0.078216947, 2972.9450, 1.0000000,
-0.072498072, 2973.2311, 1.0000070,
-0.075772595, 2974.0688, 0.99988285,
-0.079046742, 2974.9065, 0.99997367,
-0.073327465, 2975.1925, 1.0000651,
-0.076601077, 2976.0302, 1.0000002,
-0.079874271, 2976.8679, 0.99994899,
-0.074154659, 2977.1539, 0.99997534,
-0.077427262, 2977.9916, 0.99999300,
-0.071707543, 2978.2777, 0.99994930,
-0.080699405, 2978.8293, 1.0000713,
-0.074979525, 2979.1154, 1.0000094,
-0.078250922, 2979.9531, 1.0000376,
-0.072530816, 2980.2391, 1.0000192,
-0.075801638, 2981.0768, 1.0000496,
