Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-01-02T11:11:25.500,3,0.001397226127342989,-1.178137562109301,FOV1,-0.6353547937646797,0.7074725240074032,2457755.9655688135
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-01-02T12:57:59.700,6,-0.0030361064593502547,-1.1814872771108655,FOV2,-0.6339807809805155,0.7087810078438614,2457756.0395769123
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-02-01T10:56:45.600,5,-0.002019732969685541,3.064703108676081,FOV1,0.6855215054361464,0.6993366609585432,2457785.956068118
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-02-01T12:43:19.813,3,0.0028553973924406984,3.0620864454813246,FOV2,0.6865091949792316,0.6984677000778095,2457786.030077358
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-03-03T12:00:55.644,7,-0.005437726941056554,-2.1696001212890024,FOV1,-0.7022449640170142,0.7101637027719002,2457816.001598695
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-04-07T23:18:07.633,3,-0.00014348684591675793,1.9745338476920327,FOV1,0.6883126227237112,0.7105183807725038,2457851.4730190677
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-04-08T01:04:41.840,2,0.0052083822832235,1.974821487649251,FOV2,0.6871973499706513,0.7115383371555878,2457851.547028188
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-04-30T17:13:15.953,1,0.0034825982049239475,3.098624834946234,FOV1,-0.6584672432569567,0.7163441599344554,2457874.2201878205
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-04-30T18:59:50.159,6,-0.0017399944420742881,3.0994864847738164,FOV2,-0.6599656633001003,0.7148926088951473,2457874.2941962513
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-06-09T17:55:51.516,6,-0.0022264621880221337,0.9273683310376725,FOV2,0.6361235587990786,0.7222926248950793,2457914.2501149373
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-06-30T16:08:33.800,1,0.0039044796810225268,2.0161265417200154,FOV1,-0.6522141360939625,0.7235702286759493,2457935.1754408255
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-06-30T17:55:08.003,5,-0.0011493589259457641,2.017341665562776,FOV2,-0.6540529742431399,0.7219834178561065,2457935.249446824
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-08-08T21:12:42.350,6,-0.003741039900343412,-0.1444846721879051,FOV1,0.7020105977840853,0.7244283236415011,2457974.3857906926
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-08-08T22:59:16.559,4,0.0014852625381186666,-0.14453633631345716,FOV2,0.7012085737843191,0.7252745025720541,2457974.459795597
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-09-04T15:02:33.388,5,-0.0035697517992582025,0.9859074714094536,FOV1,-0.7240642427853051,0.7159466894119357,2458001.1278949277
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-10-08T08:35:04.384,1,0.0035139679823362863,-1.118664252406537,FOV1,0.6907133763498606,0.720011066940907,2458034.857730191
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-11-11T14:12:54.441,2,0.0020558165675115983,-0.2080553431184017,FOV1,-0.6469241357336929,0.7080117281606824,2458069.0915720495
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-11-11T15:59:28.649,6,-0.002219078702848834,-0.2114875394143459,FOV2,-0.6453896749250496,0.7093134751743232,2458069.165578022
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2017-12-10T14:05:09.840,1,0.0038824500252946886,-2.208225958923083,FOV1,0.6263194204260017,0.7058796879930217,2458098.086013946
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-01-15T01:41:08.434,3,0.0008121073353973972,-1.3896193999905018,FOV1,-0.6529745557362404,0.7093032474634591,2458133.5697729783
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-01-15T03:27:42.627,7,-0.0038212624173559976,-1.3926796854952663,FOV2,-0.6517939957033867,0.7104909733173329,2458133.6437814645
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-02-15T01:21:53.011,1,0.0033069618436161324,2.8259873649795964,FOV1,0.7032827828238734,0.7011822989113441,2458164.557262526
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-03-15T07:06:00.498,1,0.0037513727405894533,-2.361133057638629,FOV1,-0.7030384751321953,0.7132242515745348,2458192.7971897577
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-03-15T08:52:34.711,6,-0.00162077771633683,-2.3619430751949526,FOV2,-0.7033206477940543,0.712927184564056,2458192.8711993275
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-04-21T00:17:32.704,5,-0.002740301770268771,1.7709311577269813,FOV1,0.6750845848670727,0.7119558618973497,2458229.5146174016
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-04-21T02:04:06.914,3,0.0025320022108362055,1.771651424166591,FOV2,0.6736305587865644,0.7132522791363446,2458229.5886262003
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-05-12T20:01:09.751,4,0.0018113892400969842,2.8813618053865304,FOV2,-0.6440619861197671,0.7198385468225298,2458251.336978312
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-06-22T05:09:46.769,3,0.0012188624946923724,0.7092327107111133,FOV1,0.6425468200536653,0.7212378733491642,2458291.7180524827
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-06-22T06:56:20.962,1,0.006263925084457743,0.7104996721010854,FOV2,0.6407338047979266,0.7229162044564261,2458291.7920586984
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-07-13T18:54:34.756,4,0.0014627504194452273,1.809673397523491,FOV2,-0.6669862320131702,0.7217390081966807,2458313.2905220324
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-08-21T04:17:07.903,3,0.0004683384542472,-0.34540158240339636,FOV1,0.7088544065843211,0.7234754196754039,2458351.6801659567
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-08-21T06:03:42.118,1,0.00569548941691783,-0.345880615710369,FOV2,0.7083703582785104,0.7240037498257755,2458351.7541707223
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-09-18T10:04:02.571,5,-0.002624815334945033,0.7671712870603323,FOV1,-0.7200989624829393,0.7108275064230432,2458379.9201470776
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-10-20T21:42:11.200,2,0.002395686592702027,-1.3148717251094937,FOV1,0.6701877484891483,0.7185612884523671,2458412.4040110093
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-10-20T23:28:45.454,1,0.007069047742495097,-1.3176171113627986,FOV2,0.6712038909005258,0.7175100508484138,2458412.4780167625
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-11-25T05:05:26.093,1,0.00552293548900901,-0.4623444708295521,FOV2,-0.6341615324074842,0.7054664362876764,2458447.7112447266
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-11-25T09:19:06.128,6,-0.0044275643930817895,-0.4709011999258875,FOV1,-0.630339653230242,0.7087508253374252,2458447.8874013172
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2018-12-23T21:11:27.210,7,-0.005749726227854874,-2.453539281215155,FOV1,0.6298139067739696,0.7085703731651912,2458476.382134012
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-01-27T10:34:39.560,4,0.0009631855465086012,-1.5906164453810308,FOV2,-0.6731895217697387,0.7104036700125511,2458510.9405747033
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-02-28T10:09:55.975,6,-0.0018453258253059675,2.6028496498410254,FOV2,0.7127053368154461,0.7056290746017206,2458542.924407231
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-03-27T03:57:00.150,1,0.005589929163156201,-2.5588767821816836,FOV2,-0.6978519864262366,0.717208315237062,2458569.6663220623
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-05-04T01:16:55.462,2,0.0029919966414335268,1.566984502697034,FOV1,0.6601444376008729,0.7150652445033434,2458607.556123948
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-05-25T01:15:19.683,2,0.003155563747004105,2.661745845417258,FOV1,-0.6325335771863272,0.7243491480093261,2458628.555275282
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-05-25T03:01:53.889,6,-0.001915002909505119,2.6630597184890297,FOV2,-0.6344160086748531,0.7226695182877519,2458628.629282802
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-07-04T12:10:48.282,4,-0.0007169917080617764,0.48992995557545405,FOV1,0.6560273521241392,0.7183507608919361,2458669.0102937967
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-07-04T13:57:22.485,2,0.004376593979916023,0.4909646005791844,FOV2,0.6544059328289065,0.7199113112767386,2458669.084299667
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-07-31T14:22:29.002,2,0.0028006512122689597,1.535322618043901,FOV1,-0.6897550487617293,0.7192285446597767,2458696.1011658655
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-09-03T05:36:23.316,3,0.0020710723111629706,-0.5539976405353763,FOV2,0.7108959888925899,0.7214586357714158,2458729.7347923582
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-09-30T10:53:40.039,7,-0.006710456766924477,0.5686595841964508,FOV1,-0.7085146129793728,0.7073682491476456,2458756.9542381656
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-09-30T12:40:14.245,5,-0.0013618942371659943,0.5683743872467603,FOV2,-0.7091165408885115,0.7066630948433397,2458757.02824289
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-11-06T18:58:58.028,1,0.004870867384671797,-1.5909175732129721,FOV1,0.6443793992856003,0.7145412099247368,2458794.2903234945
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-11-06T20:45:32.230,5,-0.0004841089042308819,-1.5898114201589353,FOV2,0.6425851134204776,0.7160484606982049,2458794.3643291914
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2019-11-27T01:39:34.838,1,0.004470317599898371,-0.49348684282673255,FOV1,-0.6333871337241475,0.7036103808778285,2458814.568289757
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-01-03T23:44:49.395,4,0.0008405138225335766,-2.6671925349593604,FOV2,0.6430417817070474,0.7073535352580318,2458852.48879073
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-01-25T04:43:08.185,4,-0.0016383323834274312,-1.5503420930974072,FOV1,-0.6722703330720297,0.7099555543559014,2458873.696403109
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-01-25T06:29:42.392,2,0.0038783386386997162,-1.5497904109058742,FOV2,-0.6736389983388169,0.7087723627541258,2458873.7704120628
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-02-29T14:23:34.858,3,0.003089719931659794,2.5872875950014027,FOV2,0.7139829870739964,0.7088630996823764,2458909.100590559
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-03-29T21:35:50.218,7,-0.003856323063191701,-2.6171720714965243,FOV2,-0.6982273971143332,0.7188888796621851,2458938.4017406115
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-04-30T15:05:32.275,4,-0.0003625081854405658,1.6091880153688465,FOV1,0.6679519515354302,0.7142171684940781,2458970.131510401
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-04-30T16:52:06.458,7,-0.004701539923870296,1.6061571239641148,FOV2,0.6691719695823544,0.7129994533787136,2458970.2055185633
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-06-07T12:26:04.555,7,-0.003939674423345238,2.410850755829808,FOV2,-0.6307995290981109,0.7253002681811819,2459008.021123638
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-07-08T07:31:17.031,3,0.0022617895145412847,0.4089465531393659,FOV2,0.6620341769315691,0.7171831119245706,2459038.8161176736
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-08-21T18:01:58.407,6,-0.002969123089602012,-0.36335335313476924,FOV2,0.7078112048611213,0.7183117907642333,2459083.252950386
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-09-19T04:02:08.778,4,-0.0012234604895085292,0.7469079542846842,FOV1,-0.7152713158163122,0.7069445972651058,2459111.668803656
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-10-21T11:27:13.427,6,-0.002887618462530909,-1.3302154986035812,FOV2,0.6628710916827644,0.7167543791617428,2459143.976946646
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-11-25T23:03:59.028,2,0.005193513519204813,-0.48614689297860364,FOV2,-0.633455115428875,0.7006074197112837,2459179.4602498505
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-11-26T03:17:39.053,6,-0.004744248444698056,-0.4947275650946355,FOV1,-0.6296698685240487,0.7039060382726309,2459179.636406455
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-12-24T15:09:57.889,6,-0.00531993269852384,-2.4777205575838432,FOV1,0.6262798523220598,0.711171035941176,2459208.131132744
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2020-12-24T16:56:32.059,5,-0.0010802326118986082,-2.48130820934717,FOV2,0.6278775093847988,0.7098174019536243,2459208.205140132
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-01-28T02:46:47.303,5,-0.002412271807656926,-1.61066768249141,FOV1,-0.6805551064936062,0.708473907007706,2459242.615714808
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-01T02:21:26.147,7,-0.005620364679017417,2.5835853515482197,FOV1,0.7134512754323004,0.7126276234215618,2459274.599120252
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-01T04:08:00.342,5,-0.00034088536763069403,2.5821437350843977,FOV2,0.7136204686575464,0.712485111793315,2459274.673129659
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-03-27T20:08:54.606,4,-0.0007200328854103504,-2.5777676352354195,FOV1,-0.7028823343249903,0.7202912678687768,2459301.3413133225
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-04T15:01:11.995,7,-0.004572139949630788,1.5463047478029184,FOV2,0.6677112643474773,0.7146440758443813,2459339.1285768724
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-25T14:59:45.134,1,0.007017920952966769,2.6404368643826666,FOV2,-0.6293335399720673,0.7322232132293415,2459360.127820648
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-05-25T19:13:25.141,6,-0.005037429517758183,2.6435981854187336,FOV1,-0.6338673831112989,0.7282135235078588,2459360.3039792343
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-05T01:55:20.170,7,-0.0042765085082980495,0.4691081186596491,FOV2,0.6629251149044703,0.7142042202589047,2459400.5828886754
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-27T18:05:33.592,1,0.004350876074066169,1.5866118166172618,FOV1,-0.6803487269862171,0.7227310333237917,2459423.256184865
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-07-27T19:52:07.798,5,-0.0008321436163197103,1.5871397551258861,FOV2,-0.6816567661994161,0.7215728004479722,2459423.330190001
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-09-02T23:20:36.754,7,-0.006444619003111908,-0.5579368093576755,FOV1,0.7110803498490902,0.7160628189468523,2459460.47384778
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-09-03T01:07:10.950,5,-0.001264741132249164,-0.5589567595947795,FOV2,0.7109392236882478,0.7161825238447682,2459460.5478522354
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-10-02T23:04:28.102,1,0.0043952241105526535,0.5192906488126541,FOV1,-0.7012761352113366,0.7037912959700492,2459490.461669537
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-10-03T00:51:02.327,5,-0.00047258289479896174,0.5170345026082723,FOV2,-0.7004975921347932,0.7044629115694709,2459490.5356745413
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-11-03T04:48:05.243,5,-0.00228560156943101,-1.5354802855293572,FOV1,0.6430222344246813,0.7123309671586563,2459521.699514499
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-11-03T06:34:39.452,3,0.0021788547356695657,-1.5386230280041167,FOV2,0.6442669577125307,0.7110995754829839,2459521.7735201744
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-12-09T10:24:17.874,2,0.0022187924296280534,-0.7380008228401779,FOV1,-0.6268022113802032,0.6992289405847638,2459557.932671275
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2021-12-09T12:10:52.085,6,-0.0019656821279758954,-0.741629363200087,FOV2,-0.625238859244876,0.7006359640740495,2459558.0066784574
HIP085653,4.582683962195469,0.8273243703834537,17:30:16.428,+47:24:07.901,2022-01-07T06:02:03.193,7,-0.003594880925365446,-2.7376945799581534,FOV2,0.6407237367222678,0.7108762276384183,2459586.7508428153
